Genome,Region_Type,antiSMASH_classif,new_classif,From,To,Size(bp),Most_similar_known_ cluster,Most_similar_classif,Similarity,Correct_name
GCA_003182335.1,Region&nbsp11.1,microviridin,RiPPs,1582.0,22091,20509.0,,,,GCA_003182335_contig11.region001
GCA_003182335.1,Region&nbsp15.1,"T1PKS,hglE-KS",PKS_other,776.0,52074,51298.0,,,,GCA_003182335_contig15.region001
GCA_003182335.1,Region&nbsp22.1,terpene,terpene,48292.0,69305,21013.0,,,,GCA_003182335_contig22.region001
GCA_003182335.1,Region&nbsp23.1,siderophore,Siderophore,1.0,13581,13580.0,desferrioxamine E,Other,50%,GCA_003182335_contig23.region001
GCA_003182335.1,Region&nbsp30.1,bacteriocin,RiPPs,42903.0,53988,11085.0,,,,GCA_003182335_contig30.region001
GCA_013214625.1,Region&nbsp7.1,siderophore,Siderophore,,6683,,bisucaberin B,Other,66%,GCA_013214625_contig007.region001
GCA_013214625.1,Region&nbsp11.1,"arylpolyene,resorcinol",Others,,8178,,flexirubin,Polyketide,27%,GCA_013214625_contig011.region001
GCA_013214625.1,Region&nbsp18.1,arylpolyene,Others,,6320,,flexirubin,Polyketide,16%,GCA_013214625_contig018.region001
GCA_013214625.1,Region&nbsp122.1,arylpolyene,Others,,5905,,flexirubin,Polyketide,11%,GCA_013214625_contig122.region001
GCA_013214625.1,Region&nbsp245.1,NRPS-like,NRPS,,2162,,xenematide,NRP,100%,GCA_013214625_contig245.region001
GCA_007097145.1,Region&nbsp3.1,terpene,terpene,88502.0,109647,21145.0,,,,GCA_007097145_contig03.region001
GCA_007097145.1,Region&nbsp37.1,terpene,terpene,314102.0,334941,20839.0,carotenoid,Terpene,28%,GCA_007097145_contig37.region001
GCA_002742325.1,Region&nbsp8.1,bacteriocin,RiPPs,525989.0,538139,12150.0,,,,GCA_002742325_contig09.region001
GCA_002742325.1,Region&nbsp37.1,terpene,terpene,18397.0,40853,22456.0,carotenoid,Terpene,28%,GCA_002742325_contig41.region001
GCA_007785775.2,Region&nbsp5.1,terpene,terpene,40761.0,61603,20842.0,carotenoid,Terpene,28%,GCA_007785775_contig05.region001
GCA_007785775.2,Region&nbsp12.1,terpene,terpene,380512.0,401654,21142.0,,,,GCA_007785775_contig12.region001
GCA_900129555.1,Region&nbsp7.1,terpene,terpene,39562.0,60401,20839.0,carotenoid,Terpene,28%,GCA_900129555_contig07.region001
GCA_900129555.1,Region&nbsp8.1,"NRPS,T1PKS",NRPS_PKS_hybrid,105839.0,155244,49405.0,colanic acid,Saccharide,9%,GCA_900129555_contig08.region001
GCA_900129555.1,Region&nbsp9.1,"arylpolyene,resorcinol",Others,1.0,43086,43085.0,flexirubin,Polyketide,91%,GCA_900129555_contig09.region001
GCA_900129555.1,Region&nbsp9.2,terpene,terpene,194614.0,215789,21175.0,,,,GCA_900129555_contig09.region002
GCA_900129555.1,Region&nbsp12.1,betalactone,Others,93245.0,123890,30645.0,,,,GCA_900129555_contig12.region001
GCA_900129555.1,Region&nbsp22.1,"siderophore,bacteriocin",Others,83351.0,109754,26403.0,bisucaberin B,Other,66%,GCA_900129555_contig22.region001
GCA_900186575.1,Region&nbsp76.1,terpene,terpene,,5505,,carotenoid,Terpene,28%,GCA_900186575_contig076.region001
GCA_900186575.1,Region&nbsp161.1,"arylpolyene,resorcinol",Others,,44387,,flexirubin,Polyketide,86%,GCA_900186575_contig161.region001
GCA_003634825.1,Region&nbsp1,terpene,terpene,1197570.0,1216926,19356.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_003634825_contig1.region001
GCA_003634825.1,Region&nbsp2,terpene,terpene,2207524.0,2228363,20839.0,carotenoid,Terpene,28%,GCA_003634825_contig1.region002
GCA_003634825.1,Region&nbsp3,"T3PKS,betalactone",PKSIII,2836442.0,2880054,43612.0,,,,GCA_003634825_contig1.region003
GCA_006148925.1,Region&nbsp3.1,terpene,terpene,215852.0,236691,20839.0,carotenoid,Terpene,28%,GCA_006148925_contig3.region001
GCA_000769835.1,Region&nbsp49.1,"arylpolyene,resorcinol",Others,,43339,,flexirubin,Polyketide,86%,GCA_000769835_contig069.region001
GCA_012952015.1,Region&nbsp1.1,terpene,terpene,33604.0,54440,20836.0,carotenoid,Terpene,28%,GCA_012952015_contig01.region001
GCA_012952015.1,Region&nbsp12.1,lanthipeptide,RiPPs,358017.0,382323,24306.0,,,,GCA_012952015_contig12.region001
GCA_012952015.1,Region&nbsp20.1,"arylpolyene,resorcinol",Others,169437.0,234827,65390.0,flexirubin,Polyketide,75%,GCA_012952015_contig20.region001
GCA_000318275.2,Region&nbsp18.1,arylpolyene,Others,2612.0,38644,36032.0,,,,GCA_000318275_contig026.region001
GCA_000318275.2,Region&nbsp32.1,arylpolyene,Others,4912.0,31447,26535.0,,,,GCA_000318275_contig040.region001
GCA_000318275.2,Region&nbsp39.1,arylpolyene,Others,1.0,36134,36133.0,flexirubin,Polyketide,8%,GCA_000318275_contig049.region001
GCA_000318275.2,Region&nbsp53.1,resorcinol,Others,1.0,39612,39611.0,flexirubin,Polyketide,19%,GCA_000318275_contig065.region001
GCA_000318275.2,Region&nbsp73.1,arylpolyene,Others,1.0,32425,32424.0,flexirubin,Polyketide,8%,GCA_000318275_contig089.region001
GCA_005844065.1,Region&nbsp1,siderophore,Siderophore,1280351.0,1292165,11814.0,bisucaberin B,Other,83%,GCA_005844065_contig1.region001
GCA_005844065.1,Region&nbsp2,lanthipeptide,RiPPs,1677228.0,1702645,25417.0,pinensins,RiPP,11%,GCA_005844065_contig1.region002
GCA_005844065.1,Region&nbsp3,NRPS-like,NRPS,3588188.0,3632108,43920.0,,,,GCA_005844065_contig1.region003
GCA_003006795.1,Region&nbsp19.1,siderophore,Siderophore,178154.0,189346,11192.0,desferrioxamine E,Other,75%,GCA_003006795_contig22.region001
GCA_003006795.1,Region&nbsp22.1,terpene,terpene,107918.0,128374,20456.0,carotenoid,Terpene,28%,GCA_003006795_contig43.region001
GCA_000411575.1,Region&nbsp1.1,arylpolyene,Others,37570.0,79391,41821.0,flexirubin,Polyketide,11%,GCA_000411575_contig1.region001
GCA_000411575.1,Region&nbsp1.2,arylpolyene,Others,264581.0,305792,41211.0,,,,GCA_000411575_contig1.region002
GCA_000411575.1,Region&nbsp7.1,resorcinol,Others,42556.0,83683,41127.0,flexirubin,Polyketide,16%,GCA_000411575_contig7.region001
GCA_013333875.2,Region&nbsp59.1,lanthipeptide,RiPPs,,12751,,,,,GCA_013333875_contig059.region001
GCA_013401995.1,Region&nbsp1.1,T3PKS,PKSIII,692320.0,733414,41094.0,,,,GCA_013401995_contig01.region001
GCA_013401995.1,Region&nbsp12.1,arylpolyene,Others,263189.0,304343,41154.0,,,,GCA_013401995_contig12.region001
GCA_013401995.1,Region&nbsp25.1,"arylpolyene,resorcinol",Others,120213.0,172841,52628.0,flexirubin,Polyketide,86%,GCA_013401995_contig34.region001
GCA_013401995.1,Region&nbsp27.1,terpene,terpene,46190.0,70640,24450.0,carotenoid,Terpene,28%,GCA_013401995_contig36.region001
GCA_013403975.1,Region&nbsp10.1,T3PKS,PKSIII,583246.0,624298,41052.0,ET-743,NRP:Beta-lactam,8%,GCA_013403975_contig14.region001
GCA_013403975.1,Region&nbsp11.1,arylpolyene,Others,472808.0,517101,44293.0,flexirubin,Polyketide,41%,GCA_013403975_contig15.region001
GCA_013403975.1,Region&nbsp13.1,terpene,terpene,282257.0,316820,34563.0,carotenoid,Terpene,28%,GCA_013403975_contig17.region001
GCA_001556235.1,Region&nbsp36.1,"arylpolyene,resorcinol",Others,71916.0,128448,56532.0,flexirubin,Polyketide,75%,GCA_001556235_contig076.region001
GCA_001556235.1,Region&nbsp123.1,bacteriocin,RiPPs,38561.0,53319,14758.0,,,,GCA_001556235_contig256.region001
GCA_001556235.1,Region&nbsp153.1,microviridin,RiPPs,1.0,12469,12468.0,,,,GCA_001556235_contig310.region001
GCA_001556235.1,Region&nbsp167.1,terpene,terpene,4150.0,17185,13035.0,carotenoid,Terpene,28%,GCA_001556235_contig337.region001
GCA_003687485.1,Region&nbsp1,terpene,terpene,515572.0,536328,20756.0,,,,GCA_003687485_contig1.region001
GCA_003687485.1,Region&nbsp2,"T1PKS,NRPS",NRPS_PKS_hybrid,1060879.0,1110292,49413.0,,,,GCA_003687485_contig1.region002
GCA_003687485.1,Region&nbsp3,"T3PKS,arylpolyene",PKSIII,2872285.0,2913340,41055.0,,,,GCA_003687485_contig1.region003
GCA_003687485.1,Region&nbsp4,NRPS,NRPS,3241330.0,3291833,50503.0,WLIP,NRP,28%,GCA_003687485_contig1.region004
GCA_003687485.1,Region&nbsp5,terpene,terpene,3576189.0,3597028,20839.0,carotenoid,Terpene,28%,GCA_003687485_contig1.region005
GCA_003687485.1,Region&nbsp6,"arylpolyene,resorcinol",Others,4406587.0,4460367,53780.0,flexirubin,Polyketide,66%,GCA_003687485_contig1.region006
GCA_014239665.1,Region&nbsp29.1,terpene,terpene,7847.0,28437,20590.0,,,,GCA_014239665_contig29.region001
GCA_014239665.1,Region&nbsp90.1,terpene,terpene,1.0,13032,13031.0,,,,GCA_014239665_contig90.region001
GCA_005943945.1,Region&nbsp1,T3PKS,PKSIII,1834464.0,1875576,41112.0,,,,GCA_005943945_contig1.region001
GCA_005943945.1,Region&nbsp2,terpene,terpene,2741404.0,2761188,19784.0,carotenoid,Terpene,28%,GCA_005943945_contig1.region002
GCA_005943945.1,Region&nbsp3,ladderane,Others,3140076.0,3181227,41151.0,,,,GCA_005943945_contig1.region003
GCA_005943945.1,Region&nbsp4,"arylpolyene,resorcinol",Others,3713019.0,3766644,53625.0,flexirubin,Polyketide,72%,GCA_005943945_contig1.region004
GCA_005943945.1,Region&nbsp5,terpene,terpene,3991446.0,4012585,21139.0,,,,GCA_005943945_contig1.region005
GCA_903819445.1,Region&nbsp39.1,terpene,terpene,11976.0,33139,21163.0,,,,GCA_903819445_contig078.region001
GCA_903819445.1,Region&nbsp54.1,terpene,terpene,1.0,19409,19408.0,carotenoid,Terpene,28%,GCA_903819445_contig094.region001
GCA_903819445.1,Region&nbsp81.1,siderophore,Siderophore,1691.0,15373,13682.0,putrebactin / avaroferrin,Other,30%,GCA_903819445_contig121.region001
GCA_903819445.1,Region&nbsp133.1,"arylpolyene,resorcinol",Others,1.0,52611,52610.0,flexirubin,Polyketide,91%,GCA_903819445_contig174.region001
GCA_903819445.1,Region&nbsp176.1,bacteriocin,RiPPs,1.0,6160,6159.0,,,,GCA_903819445_contig218.region001
GCA_903819445.1,Region&nbsp201.1,bacteriocin,RiPPs,1.0,7893,7892.0,,,,GCA_903819445_contig243.region001
GCA_003008475.2,Region&nbsp1,terpene,terpene,2228240.0,2250680,22440.0,carotenoid,Terpene,28%,GCA_003008475_contig1.region001
GCA_002167435.2,Region&nbsp15.1,terpene,terpene,119048.0,140190,21142.0,,,,GCA_002167435_contig015.region001
GCA_002167435.2,Region&nbsp27.1,terpene,terpene,5192.0,26034,20842.0,carotenoid,Terpene,28%,GCA_002167435_contig027.region001
GCA_002167435.2,Region&nbsp126.1,NRPS-like,NRPS,1.0,9783,9782.0,,,,GCA_002167435_contig126.region001
GCA_000735715.2,Region&nbsp1.1,siderophore,Siderophore,57552.0,71234,13682.0,putrebactin / avaroferrin,Other,30%,GCA_000735715_contig01.region001
GCA_000735715.2,Region&nbsp1.2,bacteriocin,RiPPs,490175.0,507166,16991.0,,,,GCA_000735715_contig01.region002
GCA_000735715.2,Region&nbsp1.3,lanthipeptide,RiPPs,585735.0,611815,26080.0,,,,GCA_000735715_contig01.region003
GCA_000735715.2,Region&nbsp2.1,"arylpolyene,resorcinol",Others,108883.0,163915,55032.0,flexirubin,Polyketide,91%,GCA_000735715_contig02.region001
GCA_000735715.2,Region&nbsp12.1,terpene,terpene,95242.0,116399,21157.0,,,,GCA_000735715_contig12.region001
GCA_000735715.2,Region&nbsp22.1,terpene,terpene,1.0,18733,18732.0,carotenoid,Terpene,28%,GCA_000735715_contig22.region001
GCA_001482795.1,Region&nbsp4.1,lanthipeptide,RiPPs,135260.0,159645,24385.0,,,,GCA_001482795_contig11.region001
GCA_001482795.1,Region&nbsp14.1,terpene,terpene,66944.0,87780,20836.0,carotenoid,Terpene,28%,GCA_001482795_contig21.region001
GCA_001482795.1,Region&nbsp34.1,siderophore,Siderophore,12511.0,24325,11814.0,putrebactin / avaroferrin,Other,40%,GCA_001482795_contig42.region001
GCA_002379965.1,Region&nbsp14.1,terpene,terpene,21903.0,43060,21157.0,,,,GCA_002379965_contig014.region001
GCA_002379965.1,Region&nbsp19.1,terpene,terpene,20214.0,41053,20839.0,carotenoid,Terpene,28%,GCA_002379965_contig019.region001
GCA_002379965.1,Region&nbsp40.1,"T3PKS,arylpolyene",PKSIII,113076.0,156664,43588.0,,,,GCA_002379965_contig040.region001
GCA_002379965.1,Region&nbsp43.1,NRPS,NRPS,1.0,35409,35408.0,WLIP,NRP,28%,GCA_002379965_contig043.region001
GCA_002379965.1,Region&nbsp76.1,"arylpolyene,resorcinol",Others,25144.0,58553,33409.0,flexirubin,Polyketide,55%,GCA_002379965_contig076.region001
GCA_004115975.1,Region&nbsp7.1,terpene,terpene,70698.0,93164,22466.0,carotenoid,Terpene,28%,GCA_004115975_contig10.region001
GCA_004115975.1,Region&nbsp21.1,arylpolyene,Others,261004.0,305293,44289.0,flexirubin,Polyketide,38%,GCA_004115975_contig24.region001
GCA_004115975.1,Region&nbsp36.1,"NRPS,T1PKS",NRPS_PKS_hybrid,146880.0,201185,54305.0,,,,GCA_004115975_contig40.region001
GCA_003812865.1,Region&nbsp1,"arylpolyene,resorcinol",Others,26224.0,87461,61237.0,flexirubin,Polyketide,75%,GCA_003812865_contig1.region001
GCA_003812865.1,Region&nbsp2,microviridin,RiPPs,1008191.0,1028683,20492.0,,,,GCA_003812865_contig1.region002
GCA_003812865.1,Region&nbsp3,"T1PKS,hglE-KS",PKS_other,1202591.0,1253903,51312.0,,,,GCA_003812865_contig1.region003
GCA_003812865.1,Region&nbsp4,"NRPS,terpene",NRPS_other,1275702.0,1319099,43397.0,carotenoid,Terpene,28%,GCA_003812865_contig1.region004
GCA_003812865.1,Region&nbsp5,siderophore,Siderophore,2084313.0,2099863,15550.0,putrebactin / avaroferrin,Other,20%,GCA_003812865_contig1.region005
GCA_003812865.1,Region&nbsp6,bacteriocin,RiPPs,2454405.0,2465505,11100.0,,,,GCA_003812865_contig1.region006
GCA_003812865.1,Region&nbsp7,NRPS,NRPS,2815180.0,2865547,50367.0,,,,GCA_003812865_contig1.region007
GCA_003812865.1,Region&nbsp8,NRPS-like,NRPS,4509697.0,4552789,43092.0,,,,GCA_003812865_contig1.region008
GCA_013294015.1,Region&nbsp5.1,terpene,terpene,67882.0,88724,20842.0,carotenoid,Terpene,28%,GCA_013294015_contig05.region001
GCA_013294015.1,Region&nbsp6.1,T3PKS,PKSIII,74538.0,115590,41052.0,,,,GCA_013294015_contig06.region001
GCA_013294015.1,Region&nbsp7.1,terpene,terpene,114625.0,135785,21160.0,,,,GCA_013294015_contig07.region001
GCA_013978575.1,Region&nbsp1.1,terpene,terpene,725574.0,746419,20845.0,carotenoid,Terpene,28%,GCA_013978575_contig01.region001
GCA_013978575.1,Region&nbsp2.1,"arylpolyene,resorcinol",Others,564863.0,624380,59517.0,flexirubin,Polyketide,72%,GCA_013978575_contig02.region001
GCA_900186665.1,Region&nbsp7.1,"arylpolyene,resorcinol",Others,6317.0,63425,57108.0,flexirubin,Polyketide,86%,GCA_900186665_contig07.region001
GCA_900186665.1,Region&nbsp12.1,terpene,terpene,46312.0,70785,24473.0,carotenoid,Terpene,28%,GCA_900186665_contig12.region001
GCA_900186665.1,Region&nbsp16.1,siderophore,Siderophore,42431.0,54161,11730.0,,,,GCA_900186665_contig16.region001
GCA_014220265.1,Region&nbsp11.1,siderophore,Siderophore,105639.0,121189,15550.0,putrebactin / avaroferrin,Other,20%,GCA_014220265_contig11.region001
GCA_014220265.1,Region&nbsp11.2,"NRPS,terpene",NRPS_other,845355.0,889473,44118.0,carotenoid,Terpene,28%,GCA_014220265_contig11.region002
GCA_014220265.1,Region&nbsp11.3,"hglE-KS,T1PKS",PKS_other,911154.0,962466,51312.0,,,,GCA_014220265_contig11.region003
GCA_014220265.1,Region&nbsp11.4,microviridin,RiPPs,1133564.0,1154056,20492.0,,,,GCA_014220265_contig11.region004
GCA_014220265.1,Region&nbsp16.1,NRPS-like,NRPS,154708.0,197800,43092.0,,,,GCA_014220265_contig22.region001
GCA_014220265.1,Region&nbsp17.1,NRPS,NRPS,57878.0,108245,50367.0,,,,GCA_014220265_contig25.region001
GCA_014220265.1,Region&nbsp18.1,bacteriocin,RiPPs,236724.0,247824,11100.0,,,,GCA_014220265_contig26.region001
GCA_014220265.1,Region&nbsp20.1,"resorcinol,arylpolyene",Others,8321.0,69559,61238.0,flexirubin,Polyketide,75%,GCA_014220265_contig28.region001
GCA_003970695.1,Region&nbsp1,T3PKS,PKSIII,984751.0,1025812,41061.0,,,,GCA_003970695_contig1.region001
GCA_003970695.1,Region&nbsp2,terpene,terpene,1717801.0,1737028,19227.0,carotenoid,Terpene,28%,GCA_003970695_contig1.region002
GCA_003970695.1,Region&nbsp3,"arylpolyene,resorcinol",Others,2671904.0,2733859,61955.0,flexirubin,Polyketide,77%,GCA_003970695_contig1.region003
GCA_003970695.1,Region&nbsp4,terpene,terpene,2795830.0,2816978,21148.0,,,,GCA_003970695_contig1.region004
GCA_002457075.1,Region&nbsp17.1,terpene,terpene,1.0,12171,12170.0,,,,GCA_002457075_contig17.region001
GCA_002457075.1,Region&nbsp30.1,terpene,terpene,18491.0,31863,13372.0,,,,GCA_002457075_contig30.region001
GCA_002733285.1,Region&nbsp8.1,bacteriocin,RiPPs,147991.0,160156,12165.0,,,,GCA_002733285_contig08.region001
GCA_002023145.1,Region&nbsp11.1,terpene,terpene,523737.0,544573,20836.0,carotenoid,Terpene,28%,GCA_002023145_contig12.region001
GCA_002023145.1,Region&nbsp13.1,siderophore,Siderophore,303431.0,315245,11814.0,putrebactin / avaroferrin,Other,40%,GCA_002023145_contig14.region001
GCA_001549985.1,Region&nbsp1.1,NRPS-like,NRPS,576030.0,619140,43110.0,,,,GCA_001549985_contig01.region001
GCA_001549985.1,Region&nbsp26.1,terpene,terpene,1.0,13097,13096.0,carotenoid,Terpene,28%,GCA_001549985_contig26.region001
GCA_001549985.1,Region&nbsp43.1,LAP,RiPPs,136993.0,159941,22948.0,,,,GCA_001549985_contig44.region001
GCA_001549985.1,Region&nbsp47.1,"arylpolyene,resorcinol",Others,1.0,38568,38567.0,flexirubin,Polyketide,72%,GCA_001549985_contig82.region001
GCA_000812865.1,Region&nbsp1.1,terpene,terpene,245278.0,266435,21157.0,,,,GCA_000812865_contig01.region001
GCA_000812865.1,Region&nbsp1.2,T3PKS,PKSIII,312224.0,353276,41052.0,,,,GCA_000812865_contig01.region002
GCA_000812865.1,Region&nbsp6.1,terpene,terpene,87613.0,108458,20845.0,carotenoid,Terpene,28%,GCA_000812865_contig06.region001
GCA_002934445.1,Region&nbsp1.1,arylpolyene,Others,296392.0,337513,41121.0,,,,GCA_002934445_contig01.region001
GCA_002934445.1,Region&nbsp2.1,"T3PKS,arylpolyene",PKSIII,79404.0,126046,46642.0,,,,GCA_002934445_contig02.region001
GCA_002934445.1,Region&nbsp8.1,terpene,terpene,78148.0,102632,24484.0,carotenoid,Terpene,28%,GCA_002934445_contig08.region001
GCA_012910715.1,Region&nbsp12.1,terpene,terpene,18834.0,39673,20839.0,carotenoid,Terpene,28%,GCA_012910715_contig12.region001
GCA_012910715.1,Region&nbsp19.1,arylpolyene,Others,58566.0,99729,41163.0,,,,GCA_012910715_contig32.region001
GCA_001641085.1,Region&nbsp1.1,T3PKS,PKSIII,58528.0,99580,41052.0,,,,GCA_001641085_contig01.region001
GCA_001641085.1,Region&nbsp10.1,"arylpolyene,resorcinol",Others,66943.0,120513,53570.0,flexirubin,Polyketide,72%,GCA_001641085_contig10.region001
GCA_001641085.1,Region&nbsp25.1,terpene,terpene,1.0,15817,15816.0,carotenoid,Terpene,28%,GCA_001641085_contig29.region001
GCA_007279655.1,Region&nbsp21.1,terpene,terpene,135877.0,156713,20836.0,carotenoid,Terpene,28%,GCA_007279655_contig22.region001
GCA_001447995.1,Region&nbsp1.1,T3PKS,PKSIII,459703.0,500758,41055.0,,,,GCA_001447995_contig01.region001
GCA_001447995.1,Region&nbsp1.2,terpene,terpene,1224085.0,1244924,20839.0,carotenoid,Terpene,28%,GCA_001447995_contig01.region002
GCA_001447995.1,Region&nbsp1.3,"NRPS,T1PKS",NRPS_PKS_hybrid,2044827.0,2097516,52689.0,polysaccharide B,Saccharide,6%,GCA_001447995_contig01.region003
GCA_001447995.1,Region&nbsp9.1,terpene,terpene,28969.0,50111,21142.0,,,,GCA_001447995_contig09.region001
GCA_900475375.1,Region&nbsp1,terpene,terpene,757510.0,778346,20836.0,carotenoid,Terpene,28%,GCA_900475375_contig1.region001
GCA_900475375.1,Region&nbsp2,lanthipeptide,RiPPs,2450171.0,2474566,24395.0,,,,GCA_900475375_contig1.region002
GCA_900475375.1,Region&nbsp3,siderophore,Siderophore,3005718.0,3017538,11820.0,putrebactin / avaroferrin,Other,40%,GCA_900475375_contig1.region003
GCA_007997205.1,Region&nbsp21.1,T3PKS,PKSIII,13033.0,54085,41052.0,,,,GCA_007997205_contig046.region001
GCA_007997205.1,Region&nbsp21.2,arylpolyene,Others,91022.0,127607,36585.0,,,,GCA_007997205_contig046.region002
GCA_007997205.1,Region&nbsp71.1,terpene,terpene,87873.0,110505,22632.0,carotenoid,Terpene,28%,GCA_007997205_contig099.region001
GCA_002900225.1,Region&nbsp2.1,terpene,terpene,101645.0,122481,20836.0,carotenoid,Terpene,28%,GCA_002900225_contig002.region001
GCA_002900225.1,Region&nbsp21.1,T3PKS,PKSIII,1.0,33036,33035.0,,,,GCA_002900225_contig021.region001
GCA_011784885.1,Region&nbsp1,T3PKS,PKSIII,635081.0,676133,41052.0,,,,GCA_011784885_contig1.region001
GCA_011784885.1,Region&nbsp2,terpene,terpene,958177.0,982673,24496.0,carotenoid,Terpene,28%,GCA_011784885_contig1.region002
GCA_011784885.1,Region&nbsp3,arylpolyene,Others,2133186.0,2174301,41115.0,,,,GCA_011784885_contig1.region003
GCA_006491595.2,Region&nbsp3.1,lanthipeptide,RiPPs,37285.0,61580,24295.0,,,,GCA_006491595_contig03.region001
GCA_006491595.2,Region&nbsp4.1,terpene,terpene,267692.0,288765,21073.0,,,,GCA_006491595_contig04.region001
GCA_006491595.2,Region&nbsp5.1,T3PKS,PKSIII,52481.0,93533,41052.0,,,,GCA_006491595_contig05.region001
GCA_006491595.2,Region&nbsp5.2,"NRPS,T1PKS",NRPS_PKS_hybrid,170921.0,289778,118857.0,cystobactamide,NRP,8%,GCA_006491595_contig05.region002
GCA_006491595.2,Region&nbsp6.1,terpene,terpene,168506.0,189345,20839.0,carotenoid,Terpene,28%,GCA_006491595_contig06.region001
GCA_006491595.2,Region&nbsp17.1,lanthipeptide,RiPPs,1.0,23093,23092.0,,,,GCA_006491595_contig17.region001
GCA_006491595.2,Region&nbsp19.1,microviridin,RiPPs,59881.0,80111,20230.0,,,,GCA_006491595_contig19.region001
GCA_002390165.1,Region&nbsp8.1,bacteriocin,RiPPs,4296.0,10292,5996.0,,,,GCA_002390165_contig008.region001
GCA_002940745.1,Region&nbsp1.1,terpene,terpene,1313741.0,1334577,20836.0,carotenoid,Terpene,42%,GCA_002940745_contig1.region001
GCA_002940745.1,Region&nbsp1.2,"arylpolyene,resorcinol",Others,1541072.0,1594530,53458.0,flexirubin,Polyketide,75%,GCA_002940745_contig1.region002
GCA_900610315.1,Region&nbsp15.1,terpene,terpene,1.0,15189,15188.0,carotenoid,Terpene,28%,GCA_900610315_contig016.region001
