,Assembly accession,ORFs,CAZymes,Peptidases,index,Merops orfs total
2281,GCA_900187965.1,5294,240,,GCA_900187965.1,209
2282,GCA_003788665.1,2509,56,,GCA_003788665.1,108
2283,GCA_000331815.1,3753,108,,GCA_000331815.1,160
2284,GCA_014353055.1,2621,40,,GCA_014353055.1,99
2285,GCA_000498495.1,3040,55,,GCA_000498495.1,132
2286,GCA_009730375.1,2349,73,,GCA_009730375.1,84
2287,GCA_013214625.1,3608,37,,GCA_013214625.1,139
2288,GCA_002710945.1,3696,190,,GCA_002710945.1,148
2289,GCA_002426065.1,2884,56,,GCA_002426065.1,128
2290,GCA_006778265.1,2434,57,,GCA_006778265.1,103
2291,GCA_001418105.1,3705,63,,GCA_001418105.1,166
2292,GCA_000425425.1,3583,244,,GCA_000425425.1,120
2293,GCA_009014635.1,3006,48,,GCA_009014635.1,130
2294,GCA_000799465.1,3423,99,,GCA_000799465.1,151
2295,GCA_002728045.1,1310,37,,GCA_002728045.1,60
2296,GCA_902705365.1,3004,41,,GCA_902705365.1,116
2297,GCA_004296145.1,4245,130,,GCA_004296145.1,171
2298,GCA_001670855.1,1999,38,,GCA_001670855.1,87
2299,GCA_011784865.1,3461,151,,GCA_011784865.1,136
2300,GCA_002702385.1,1138,27,,GCA_002702385.1,55
2301,GCA_001853485.1,4417,112,,GCA_001853485.1,179
2302,GCA_000143785.1,5139,114,,GCA_000143785.1,215
2303,GCA_009360455.1,3822,105,,GCA_009360455.1,153
2304,GCA_900143185.1,4084,83,,GCA_900143185.1,175
2305,GCA_013043105.1,2532,57,,GCA_013043105.1,124
2306,GCA_003096795.1,3644,163,,GCA_003096795.1,149
2307,GCA_900610165.1,2485,56,,GCA_900610165.1,110
2308,GCA_900610065.1,2409,56,,GCA_900610065.1,107
2309,GCA_001678685.1,3303,60,,GCA_001678685.1,155
2310,GCA_000498535.1,3110,51,,GCA_000498535.1,122
2311,GCA_002713705.1,2350,46,,GCA_002713705.1,100
2312,GCA_003581615.1,3387,80,,GCA_003581615.1,181
2313,GCA_003386165.1,3679,111,,GCA_003386165.1,160
2314,GCA_012964435.1,2751,98,,GCA_012964435.1,105
2315,GCA_002150145.1,2452,55,,GCA_002150145.1,108
2316,GCA_003667275.1,3051,37,,GCA_003667275.1,112
2317,GCA_900186605.1,2217,57,,GCA_900186605.1,106
2318,GCA_009674825.1,3940,210,,GCA_009674825.1,159
2319,GCA_004119505.1,4101,183,,GCA_004119505.1,169
2320,GCA_004293805.1,2456,64,,GCA_004293805.1,91
2321,GCA_000260115.1,3931,122,,GCA_000260115.1,148
2322,GCA_004366435.1,4197,222,,GCA_004366435.1,168
2323,GCA_007559325.1,3576,201,,GCA_007559325.1,110
2324,GCA_002334975.1,1439,23,,GCA_002334975.1,69
2325,GCA_001686935.1,3232,262,,GCA_001686935.1,113
2326,GCA_000789235.1,3432,135,,GCA_000789235.1,134
2327,GCA_003852705.1,2317,43,,GCA_003852705.1,95
2328,GCA_012910715.1,4206,194,,GCA_012910715.1,160
2329,GCA_002234495.1,4984,168,,GCA_002234495.1,172
2330,GCA_002862645.1,1289,33,,GCA_002862645.1,55
2331,GCA_000739395.1,2536,56,,GCA_000739395.1,111
2332,GCA_004211145.1,3524,110,,GCA_004211145.1,153
2333,GCA_008017835.1,2427,34,,GCA_008017835.1,96
2334,GCA_013823965.1,2634,102,,GCA_013823965.1,120
2335,GCA_009886545.1,1431,25,,GCA_009886545.1,64
2336,GCA_002727005.1,3182,122,,GCA_002727005.1,115
2337,GCA_003314435.2,3255,99,,GCA_003314435.2,137
2338,GCA_009690745.1,2063,38,,GCA_009690745.1,83
2339,GCA_003970395.1,2875,67,,GCA_003970395.1,134
2340,GCA_000318295.1,3039,89,,GCA_000318295.1,85
2341,GCA_004104035.1,4059,198,,GCA_004104035.1,144
2342,GCA_900239345.1,2467,28,,GCA_900239345.1,102
2343,GCA_002336305.1,1341,46,,GCA_002336305.1,54
2344,GCA_001619815.1,3693,34,,GCA_001619815.1,135
2345,GCA_902705315.1,3063,41,,GCA_902705315.1,114
2346,GCA_000424665.1,3165,126,,GCA_000424665.1,150
2347,GCA_900116365.1,3327,125,,GCA_900116365.1,159
2348,GCA_003537025.1,3866,79,,GCA_003537025.1,161
2349,GCA_009901525.1,4697,86,,GCA_009901525.1,186
2350,GCA_004359435.1,1714,18,,GCA_004359435.1,71
2351,GCA_000745315.1,3694,130,,GCA_000745315.1,144
2352,GCA_014220185.1,4293,94,,GCA_014220185.1,193
2353,GCA_002434285.1,3210,115,,GCA_002434285.1,133
2354,GCA_009764685.1,3218,76,,GCA_009764685.1,143
2355,GCA_900453865.1,3726,34,,GCA_900453865.1,133
2356,GCA_009827805.1,1997,32,,GCA_009827805.1,81
2357,GCA_006120725.1,2396,61,,GCA_006120725.1,99
2358,GCA_900447345.1,3694,111,,GCA_900447345.1,164
2359,GCA_002384345.1,3091,57,,GCA_002384345.1,130
2360,GCA_002951455.1,3655,113,,GCA_002951455.1,169
2361,GCA_002005425.1,2832,93,,GCA_002005425.1,114
2362,GCA_000831205.1,2396,55,,GCA_000831205.1,107
2363,GCA_011316545.1,2960,55,,GCA_011316545.1,128
2364,GCA_000769915.1,3413,88,,GCA_000769915.1,127
2365,GCA_900104765.1,3178,97,,GCA_900104765.1,132
2366,GCA_900108365.1,4427,108,,GCA_900108365.1,201
2367,GCA_003241515.1,2933,51,,GCA_003241515.1,102
2368,GCA_000509405.1,2854,40,,GCA_000509405.1,118
2369,GCA_000764435.1,3881,119,,GCA_000764435.1,154
2370,GCA_900186815.1,2319,54,,GCA_900186815.1,105
2371,GCA_011330545.1,2725,31,,GCA_011330545.1,112
2372,GCA_003984675.1,2176,28,,GCA_003984675.1,100
2373,GCA_009865685.1,3758,114,,GCA_009865685.1,170
2374,GCA_014220265.1,4362,95,,GCA_014220265.1,193
2375,GCA_003815735.1,5136,95,,GCA_003815735.1,220
2376,GCA_000801645.1,3049,56,,GCA_000801645.1,122
2377,GCA_002954765.1,3002,90,,GCA_002954765.1,109
2378,GCA_900186495.1,2243,55,,GCA_900186495.1,102
2379,GCA_012964565.1,3061,54,,GCA_012964565.1,139
2380,GCA_900610215.1,2430,56,,GCA_900610215.1,108
2381,GCA_014220395.1,4438,96,,GCA_014220395.1,194
2382,GCA_011601245.1,3948,106,,GCA_011601245.1,179
2383,GCA_001693415.1,2791,33,,GCA_001693415.1,113
2384,GCA_006546625.1,2621,40,,GCA_006546625.1,111
2385,GCA_009648515.1,4558,112,,GCA_009648515.1,205
2386,GCA_900141885.1,2964,64,,GCA_900141885.1,108
2387,GCA_013116755.1,2552,37,,GCA_013116755.1,120
2388,GCA_011742145.1,2712,75,,GCA_011742145.1,122
2389,GCA_008806375.1,2899,83,,GCA_008806375.1,104
2390,GCA_010645065.1,4301,261,,GCA_010645065.1,142
2391,GCA_000764515.1,2185,68,,GCA_000764515.1,79
2392,GCA_900182645.1,4270,223,,GCA_900182645.1,185
2393,GCA_900109345.1,3710,102,,GCA_900109345.1,170
2394,GCA_002375245.1,2874,126,,GCA_002375245.1,124
2395,GCA_002747105.1,1124,12,,GCA_002747105.1,50
2396,GCA_000191565.1,2083,36,,GCA_000191565.1,85
2397,GCA_002217285.1,4487,155,,GCA_002217285.1,176
2398,GCA_002302655.1,2141,67,,GCA_002302655.1,83
2399,GCA_003511865.1,1474,19,,GCA_003511865.1,61
2400,GCA_014219325.1,3746,107,,GCA_014219325.1,154
2401,GCA_000153225.1,2422,43,,GCA_000153225.1,109
2402,GCA_007830645.1,3691,36,,GCA_007830645.1,136
2403,GCA_003815775.1,4451,85,,GCA_003815775.1,185
2404,GCA_003534545.1,1905,47,,GCA_003534545.1,88
2405,GCA_009648535.1,4493,107,,GCA_009648535.1,198
2406,GCA_002427935.1,2924,153,,GCA_002427935.1,108
2407,GCA_011927795.1,3380,102,,GCA_011927795.1,177
2408,GCA_014219815.1,3648,112,,GCA_014219815.1,158
2409,GCA_002332505.1,2352,42,,GCA_002332505.1,106
2410,GCA_004365465.1,3546,107,,GCA_004365465.1,162
2411,GCA_003385535.1,4041,79,,GCA_003385535.1,160
2412,GCA_014352875.1,3038,77,,GCA_014352875.1,116
2413,GCA_009360735.1,2898,26,,GCA_009360735.1,87
2414,GCA_000425465.1,2840,68,,GCA_000425465.1,117
2415,GCA_002530755.1,3042,84,,GCA_002530755.1,105
2416,GCA_001438225.1,1402,22,,GCA_001438225.1,69
2417,GCA_900092045.1,4000,111,,GCA_900092045.1,183
2418,GCA_004349145.1,3168,106,,GCA_004349145.1,140
2419,GCA_011524575.1,1734,34,,GCA_011524575.1,65
2420,GCA_001683825.1,3690,82,,GCA_001683825.1,159
2421,GCA_007097365.1,3243,200,,GCA_007097365.1,112
2422,GCA_002022105.1,3465,103,,GCA_002022105.1,157
2423,GCA_013042125.1,2022,43,,GCA_013042125.1,98
2424,GCA_002954345.1,3244,60,,GCA_002954345.1,119
2425,GCA_002482885.1,1892,54,,GCA_002482885.1,72
2426,GCA_008086175.1,2926,53,,GCA_008086175.1,113
2427,GCA_002470745.1,1180,31,,GCA_002470745.1,43
2428,GCA_011044175.1,3038,55,,GCA_011044175.1,140
2429,GCA_003815695.1,4998,104,,GCA_003815695.1,203
2430,GCA_010500845.1,3884,86,,GCA_010500845.1,172
2431,GCA_002682935.1,3139,90,,GCA_002682935.1,135
2432,GCA_008831505.1,2576,43,,GCA_008831505.1,115
2433,GCA_008630605.1,3576,201,,GCA_008630605.1,110
2434,GCA_902705535.1,2857,41,,GCA_902705535.1,116
2435,GCA_002201235.1,2331,68,,GCA_002201235.1,102
2436,GCA_001431365.1,3352,96,,GCA_001431365.1,144
2437,GCA_003614945.1,1764,27,,GCA_003614945.1,74
2438,GCA_003385515.1,5588,92,,GCA_003385515.1,248
2439,GCA_002896355.1,2001,38,,GCA_002896355.1,88
2440,GCA_003315315.1,2610,57,,GCA_003315315.1,108
2441,GCA_003729985.1,4600,112,,GCA_003729985.1,211
2442,GCA_014220845.1,3851,108,,GCA_014220845.1,157
2443,GCA_002025665.1,4790,100,,GCA_002025665.1,213
2444,GCA_003385895.1,4084,192,,GCA_003385895.1,188
2445,GCA_003058195.1,3694,107,,GCA_003058195.1,180
2446,GCA_000466425.1,2524,39,,GCA_000466425.1,83
2447,GCA_001510795.1,2381,53,,GCA_001510795.1,108
2448,GCA_014281985.1,3119,56,,GCA_014281985.1,130
2449,GCA_008124785.1,3136,54,,GCA_008124785.1,152
2450,GCA_000734055.1,2099,46,,GCA_000734055.1,84
2451,GCA_003293825.1,3819,115,,GCA_003293825.1,165
2452,GCA_900156825.1,4407,118,,GCA_900156825.1,164
2453,GCA_014243345.1,3143,84,,GCA_014243345.1,154
2454,GCA_002693605.1,2063,44,,GCA_002693605.1,68
2455,GCA_002700005.1,3184,33,,GCA_002700005.1,156
2456,GCA_002360395.1,3258,131,,GCA_002360395.1,131
2457,GCA_002723295.1,1158,23,,GCA_002723295.1,67
2458,GCA_007827455.1,2680,70,,GCA_007827455.1,110
2459,GCA_004121075.1,3467,155,,GCA_004121075.1,125
2460,GCA_010614725.1,4740,266,,GCA_010614725.1,172
2461,GCA_004804355.1,2956,126,,GCA_004804355.1,110
2462,GCA_900460905.1,2118,62,,GCA_900460905.1,84
2463,GCA_000430825.1,4002,126,,GCA_000430825.1,154
2464,GCA_003865345.1,3286,78,,GCA_003865345.1,124
2465,GCA_003524725.1,2943,67,,GCA_003524725.1,103
2466,GCA_003590565.1,4649,234,,GCA_003590565.1,173
2467,GCA_014220525.1,4348,94,,GCA_014220525.1,194
2468,GCA_004139715.1,2889,73,,GCA_004139715.1,131
2469,GCA_003517615.1,2683,53,,GCA_003517615.1,107
2470,GCA_900104785.1,2799,77,,GCA_900104785.1,148
2471,GCA_013003145.1,1984,45,,GCA_013003145.1,92
2472,GCA_003058265.1,3689,107,,GCA_003058265.1,146
2473,GCA_000152925.3,2903,84,,GCA_000152925.3,129
2474,GCA_000769895.1,3027,55,,GCA_000769895.1,132
2475,GCA_002789195.1,2640,51,,GCA_002789195.1,111
2476,GCA_002797535.1,3726,125,,GCA_002797535.1,168
2477,GCA_900142735.1,4399,220,,GCA_900142735.1,187
2478,GCA_003852805.1,2086,32,,GCA_003852805.1,87
2479,GCA_000827615.1,2336,84,,GCA_000827615.1,85
2480,GCA_900186395.1,2454,56,,GCA_900186395.1,107
2481,GCA_009690695.1,2138,45,,GCA_009690695.1,87
2482,GCA_006088815.1,2408,66,,GCA_006088815.1,105
2483,GCA_001670615.1,1997,34,,GCA_001670615.1,85
2484,GCA_000688315.1,4171,123,,GCA_000688315.1,172
2485,GCA_011612125.1,3463,103,,GCA_011612125.1,157
2486,GCA_011316685.1,2801,65,,GCA_011316685.1,117
2487,GCA_900610055.1,2153,41,,GCA_900610055.1,93
2488,GCA_002696215.1,3959,95,,GCA_002696215.1,163
2489,GCA_013215095.1,2763,43,,GCA_013215095.1,122
2490,GCA_004328965.1,4217,109,,GCA_004328965.1,198
2491,GCA_009827885.1,1965,29,,GCA_009827885.1,84
2492,GCA_004349135.1,3509,92,,GCA_004349135.1,142
2493,GCA_007992475.1,3607,98,,GCA_007992475.1,144
2494,GCA_002744755.1,3780,175,,GCA_002744755.1,141
2495,GCA_001671145.1,2046,48,,GCA_001671145.1,84
2496,GCA_000153165.2,3399,127,,GCA_000153165.2,166
2497,GCA_000293175.1,2585,41,,GCA_000293175.1,90
2498,GCA_001521815.1,3667,112,,GCA_001521815.1,164
2499,GCA_900141935.1,3556,116,,GCA_900141935.1,125
2500,GCA_009810215.1,4037,106,,GCA_009810215.1,168
2501,GCA_003362725.1,2780,75,,GCA_003362725.1,146
2502,GCA_003488565.1,1070,23,,GCA_003488565.1,45
2503,GCA_002291795.1,3745,182,,GCA_002291795.1,140
2504,GCA_013042305.1,2369,60,,GCA_013042305.1,103
2505,GCA_004104075.1,4056,215,,GCA_004104075.1,151
2506,GCA_001439215.1,1837,46,,GCA_001439215.1,93
2507,GCA_002693805.1,4409,195,,GCA_002693805.1,167
2508,GCA_002702405.1,1321,26,,GCA_002702405.1,60
2509,GCA_001295265.1,4552,97,,GCA_001295265.1,200
2510,GCA_000756505.1,2307,73,,GCA_000756505.1,79
2511,GCA_000153385.1,2782,57,,GCA_000153385.1,106
2512,GCA_002494265.1,1348,34,,GCA_002494265.1,68
2513,GCA_002401385.1,2609,111,,GCA_002401385.1,113
2514,GCA_003024905.1,1960,38,,GCA_003024905.1,85
2515,GCA_900156935.1,4650,129,,GCA_900156935.1,215
2516,GCA_001670605.1,1934,38,,GCA_001670605.1,88
2517,GCA_014220785.1,3705,106,,GCA_014220785.1,154
2518,GCA_002698745.1,1297,43,,GCA_002698745.1,62
2519,GCA_001013295.1,5380,94,,GCA_001013295.1,215
2520,GCA_013215105.1,2711,26,,GCA_013215105.1,121
2521,GCA_900638125.1,2668,83,,GCA_900638125.1,84
2522,GCA_002737105.1,890,13,,GCA_002737105.1,40
2523,GCA_002994045.1,2936,88,,GCA_002994045.1,114
2524,GCA_000413415.1,3511,40,,GCA_000413415.1,130
2525,GCA_002697255.1,1354,35,,GCA_002697255.1,75
2526,GCA_002322625.1,2104,48,,GCA_002322625.1,102
2527,GCA_004339485.1,4203,217,,GCA_004339485.1,173
2528,GCA_900105985.1,3686,52,,GCA_900105985.1,178
2529,GCA_002454815.1,2201,42,,GCA_002454815.1,106
2530,GCA_002716845.1,1570,37,,GCA_002716845.1,57
2531,GCA_000738495.1,4939,85,,GCA_000738495.1,198
2532,GCA_002388705.1,2762,46,,GCA_002388705.1,108
2533,GCA_003506665.1,2031,32,,GCA_003506665.1,49
2534,GCA_011526335.1,1719,41,,GCA_011526335.1,81
2535,GCA_003511845.1,2148,25,,GCA_003511845.1,89
2536,GCA_009764235.1,3517,103,,GCA_009764235.1,159
2537,GCA_000152945.2,2639,74,,GCA_000152945.2,118
2538,GCA_002207815.1,2981,51,,GCA_002207815.1,110
2539,GCA_002345565.1,2736,87,,GCA_002345565.1,105
2540,GCA_900102925.1,3350,90,,GCA_900102925.1,171
2541,GCA_003968755.1,2927,75,,GCA_003968755.1,136
2542,GCA_011525015.1,1975,52,,GCA_011525015.1,110
2543,GCA_003709165.1,2278,53,,GCA_003709165.1,127
2544,GCA_009994385.1,2799,67,,GCA_009994385.1,110
2545,GCA_002687665.1,1304,36,,GCA_002687665.1,54
2546,GCA_013394675.1,3840,118,,GCA_013394675.1,160
2547,GCA_003867075.1,3008,30,,GCA_003867075.1,128
2548,GCA_002813285.1,4016,158,,GCA_002813285.1,158
2549,GCA_010030075.1,1748,29,,GCA_010030075.1,79
2550,GCA_900106575.1,2452,44,,GCA_900106575.1,88
2551,GCA_002384125.1,1585,31,,GCA_002384125.1,71
2552,GCA_900112575.1,4990,307,,GCA_900112575.1,200
2553,GCA_010645075.1,4532,267,,GCA_010645075.1,153
2554,GCA_003259835.1,2576,61,,GCA_003259835.1,102
2555,GCA_000829375.1,4980,110,,GCA_000829375.1,209
2556,GCA_002378585.1,1240,17,,GCA_002378585.1,55
2557,GCA_008014695.1,2621,48,,GCA_008014695.1,109
2558,GCA_002715155.1,3104,56,,GCA_002715155.1,125
2559,GCA_013043825.1,2319,60,,GCA_013043825.1,95
2560,GCA_000425645.1,2671,90,,GCA_000425645.1,110
2561,GCA_011058315.1,3002,51,,GCA_011058315.1,114
2562,GCA_006778465.1,2439,57,,GCA_006778465.1,105
2563,GCA_002472765.1,2936,55,,GCA_002472765.1,138
2564,GCA_002390165.1,2250,44,,GCA_002390165.1,91
2565,GCA_002023625.1,3602,108,,GCA_002023625.1,166
2566,GCA_002319955.1,1830,47,,GCA_002319955.1,91
2567,GCA_013043865.1,2549,68,,GCA_013043865.1,117
2568,GCA_002094855.1,4077,235,,GCA_002094855.1,168
2569,GCA_000754365.1,2477,56,,GCA_000754365.1,107
2570,GCA_001310225.1,3341,194,,GCA_001310225.1,120
2571,GCA_003663845.1,4656,89,,GCA_003663845.1,202
2572,GCA_013042665.1,2652,59,,GCA_013042665.1,118
2573,GCA_003610635.1,2760,54,,GCA_003610635.1,127
2574,GCA_001275605.1,4778,241,,GCA_001275605.1,180
2575,GCA_002360095.1,2452,63,,GCA_002360095.1,92
2576,GCA_900142055.1,2639,47,,GCA_900142055.1,100
2577,GCA_900770875.1,2428,44,,GCA_900770875.1,112
2578,GCA_003517005.1,1208,15,,GCA_003517005.1,44
2579,GCA_013042075.1,2637,63,,GCA_013042075.1,122
2580,GCA_002384245.1,1628,41,,GCA_002384245.1,86
2581,GCA_010671565.1,3635,94,,GCA_010671565.1,173
2582,GCA_002362875.1,2713,42,,GCA_002362875.1,123
2583,GCA_003008475.2,2716,67,,GCA_003008475.2,116
2584,GCA_900109615.1,2850,57,,GCA_900109615.1,126
2585,GCA_002150295.1,2348,41,,GCA_002150295.1,95
2586,GCA_003387615.1,3131,32,,GCA_003387615.1,143
2587,GCA_009994285.1,2869,74,,GCA_009994285.1,110
2588,GCA_014220925.1,3810,114,,GCA_014220925.1,168
2589,GCA_000723205.1,3582,174,,GCA_000723205.1,139
2590,GCA_002814075.1,3641,173,,GCA_002814075.1,126
2591,GCA_002591275.1,4375,95,,GCA_002591275.1,194
2592,GCA_900115205.1,2834,68,,GCA_900115205.1,139
2593,GCA_011524905.1,1796,34,,GCA_011524905.1,85
2594,GCA_001456155.1,3731,125,,GCA_001456155.1,148
2595,GCA_900299535.1,4194,70,,GCA_900299535.1,194
2596,GCA_001485515.1,2531,53,,GCA_001485515.1,108
2597,GCA_001507335.1,3567,100,,GCA_001507335.1,159
2598,GCA_001430865.1,2614,71,,GCA_001430865.1,105
2599,GCA_008081325.1,1032,17,,GCA_008081325.1,54
2600,GCA_002810405.1,2426,35,,GCA_002810405.1,104
2601,GCA_002920895.1,3227,214,,GCA_002920895.1,106
2602,GCA_900610095.1,2430,56,,GCA_900610095.1,109
2603,GCA_002297505.1,2946,98,,GCA_002297505.1,126
2604,GCA_008086185.1,3011,50,,GCA_008086185.1,114
2605,GCA_002023175.1,3617,111,,GCA_002023175.1,167
2606,GCA_001703835.1,3736,105,,GCA_001703835.1,161
2607,GCA_004016525.1,3559,277,,GCA_004016525.1,120
2608,GCA_005047595.1,3062,58,,GCA_005047595.1,201
2609,GCA_002256385.1,3129,54,,GCA_002256385.1,109
2610,GCA_012952015.1,3634,95,,GCA_012952015.1,153
2611,GCA_013403925.1,3423,93,,GCA_013403925.1,122
2612,GCA_004329815.1,2601,42,,GCA_004329815.1,119
2613,GCA_900610035.1,2567,53,,GCA_900610035.1,100
2614,GCA_900105105.1,3902,124,,GCA_900105105.1,163
2615,GCA_003443695.1,4704,137,,GCA_003443695.1,226
2616,GCA_003254095.1,3368,97,,GCA_003254095.1,144
2617,GCA_013043525.1,1949,41,,GCA_013043525.1,88
2618,GCA_900099995.1,3946,131,,GCA_900099995.1,161
2619,GCA_000301095.1,2320,36,,GCA_000301095.1,88
2620,GCA_001507425.1,5012,193,,GCA_001507425.1,196
2621,GCA_900102915.1,2973,88,,GCA_900102915.1,129
2622,GCA_002954385.1,2808,34,,GCA_002954385.1,131
2623,GCA_002917885.1,2686,54,,GCA_002917885.1,112
2624,GCA_002365405.1,1558,38,,GCA_002365405.1,82
2625,GCA_003450515.1,2155,19,,GCA_003450515.1,79
2626,GCA_002421305.1,2966,56,,GCA_002421305.1,136
2627,GCA_000282115.1,4068,131,,GCA_000282115.1,178
2628,GCA_002995685.1,3818,109,,GCA_002995685.1,172
2629,GCA_000612925.1,4387,112,,GCA_000612925.1,190
2630,GCA_013042595.1,2751,75,,GCA_013042595.1,128
2631,GCA_000264055.1,3529,79,,GCA_000264055.1,158
2632,GCA_002376145.1,2334,26,,GCA_002376145.1,104
2633,GCA_003996965.1,5001,219,,GCA_003996965.1,183
2634,GCA_004104375.1,3093,93,,GCA_004104375.1,118
2635,GCA_000242135.1,3625,40,,GCA_000242135.1,135
2636,GCA_003507715.1,2250,53,,GCA_003507715.1,94
2637,GCA_003182335.1,4393,105,,GCA_003182335.1,195
2638,GCA_000812865.1,2993,65,,GCA_000812865.1,136
2639,GCA_003335085.1,2634,100,,GCA_003335085.1,105
2640,GCA_003403075.1,4221,139,,GCA_003403075.1,150
2641,GCA_900610225.1,2431,56,,GCA_900610225.1,109
2642,GCA_902516685.1,862,23,,GCA_902516685.1,51
2643,GCA_002477085.1,2339,37,,GCA_002477085.1,109
2644,GCA_000297855.1,3553,39,,GCA_000297855.1,132
2645,GCA_902706275.1,4169,91,,GCA_902706275.1,172
2646,GCA_002430925.1,2773,45,,GCA_002430925.1,116
2647,GCA_002754245.1,4707,92,,GCA_002754245.1,235
2648,GCA_001898785.1,3242,77,,GCA_001898785.1,137
2649,GCA_000971785.2,2650,54,,GCA_000971785.2,107
2650,GCA_003626815.1,3033,53,,GCA_003626815.1,199
2651,GCA_003001855.1,2878,75,,GCA_003001855.1,107
2652,GCA_002358695.1,3624,148,,GCA_002358695.1,139
2653,GCA_002770595.1,4009,119,,GCA_002770595.1,159
2654,GCA_007990835.1,2637,62,,GCA_007990835.1,119
2655,GCA_900100625.1,2683,51,,GCA_900100625.1,110
2656,GCA_008084905.1,2792,48,,GCA_008084905.1,141
2657,GCA_002954325.1,2951,68,,GCA_002954325.1,135
2658,GCA_002703565.1,1297,44,,GCA_002703565.1,58
2659,GCA_000801615.1,2187,53,,GCA_000801615.1,103
2660,GCA_900156685.1,3076,82,,GCA_900156685.1,136
2661,GCA_002023575.1,4085,105,,GCA_002023575.1,181
2662,GCA_002217235.1,3172,83,,GCA_002217235.1,145
2663,GCA_000213295.2,2152,62,,GCA_000213295.2,74
2664,GCA_003426735.1,4213,130,,GCA_003426735.1,128
2665,GCA_002728635.1,1401,35,,GCA_002728635.1,69
2666,GCA_002340765.1,1651,44,,GCA_002340765.1,74
2667,GCA_000520955.1,4310,100,,GCA_000520955.1,171
2668,GCA_000799255.1,3528,101,,GCA_000799255.1,159
2669,GCA_002167945.1,1649,26,,GCA_002167945.1,82
2670,GCA_003450155.1,1580,34,,GCA_003450155.1,61
2671,GCA_004115975.1,3913,117,,GCA_004115975.1,182
2672,GCA_002354685.1,3360,145,,GCA_002354685.1,142
2673,GCA_002379985.1,2646,53,,GCA_002379985.1,132
2674,GCA_011927765.1,3000,136,,GCA_011927765.1,76
2675,GCA_900610145.1,2315,56,,GCA_900610145.1,105
2676,GCA_000744835.1,3236,123,,GCA_000744835.1,122
2677,GCA_000422365.1,2688,70,,GCA_000422365.1,117
2678,GCA_000243235.1,3516,105,,GCA_000243235.1,152
2679,GCA_006777945.1,2393,55,,GCA_006777945.1,105
2680,GCA_002909235.1,4633,153,,GCA_002909235.1,150
