,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1960,GCA_007827275.1,92,2.365646696,3889,GCA_007827275.1,7,35,0.179994857,GCA_007827275.1,Gillisia,Flavobacteriaceae,4245106,99.62,False,3,GCA_007827275.1,303,7.791205966,0.141414141,7.07E-07,0.001648958,0.07137631,0.000706696
2246,GCA_000769915.1,88,2.578376795,3413,GCA_000769915.1,7,51,0.205098154,GCA_000769915.1,Flavobacterium,Flavobacteriaceae,3800758,99.65,False,2,GCA_000769915.1,257,7.53003223,0.147368421,5.26E-07,0.001841738,0.067618091,0.000526211
1785,GCA_002163835.1,88,2.943143813,2990,GCA_002163835.1,7,39,0.234113712,GCA_002163835.1,Polaribacter,Flavobacteriaceae,3435862,99.33,False,2,GCA_002163835.1,235,7.859531773,0.147368421,5.82E-07,0.002037334,0.068396228,0.000582096
202,GCA_002480405.1,83,2.213333333,3750,GCA_002480405.1,7,41,0.186666667,GCA_002480405.1,Muricauda,Flavobacteriaceae,4180409,98.13,True,3,GCA_002480405.1,310,8.266666667,0.155555556,7.18E-07,0.001674477,0.074155424,0.000717633
1506,GCA_002924285.1,77,1.749204907,4402,GCA_002924285.1,7,32,0.159018628,GCA_002924285.1,Aquimarina,Flavobacteriaceae,4988869,97.34,False,10,GCA_002924285.1,364,8.268968651,0.166666667,2.00E-06,0.001403124,0.072962429,0.002004462
311,GCA_000799565.1,77,2.198743575,3502,GCA_000799565.1,7,42,0.19988578,GCA_000799565.1,Cellulophaga,Flavobacteriaceae,4031126,99.67,False,3,GCA_000799565.1,273,7.795545403,0.166666667,7.44E-07,0.001736488,0.067723013,0.000744209
1881,GCA_004345825.1,75,2.257676099,3322,GCA_004345825.1,7,33,0.210716436,GCA_004345825.1,Tenacibaculum,Flavobacteriaceae,3712900,99.66,False,4,GCA_004345825.1,260,7.826610476,0.170731707,1.08E-06,0.001885319,0.070026125,0.001077325
1764,GCA_002940745.1,70,2.45527885,2851,GCA_002940745.1,7,20,0.245527885,GCA_002940745.1,Hanstruepera,Flavobacteriaceae,3136223,99.67,False,2,GCA_002940745.1,243,8.523325149,0.181818182,6.38E-07,0.002231984,0.077481735,0.00063771
549,GCA_001580475.1,68,2.4019781,2831,GCA_001580475.1,7,14,0.247262451,GCA_001580475.1,Flavobacterium,Flavobacteriaceae,3261404,99.65,False,4,GCA_001580475.1,216,7.629812787,0.186666667,1.23E-06,0.002146315,0.066229145,0.001226466
913,GCA_002530675.1,63,2.317880795,2718,GCA_002530675.1,7,11,0.257542311,GCA_002530675.1,Flavobacterium,Flavobacteriaceae,3116347,99.65,False,4,GCA_002530675.1,197,7.247976453,0.2,1.28E-06,0.00224622,0.06321504,0.001283554
1824,GCA_002934445.1,59,1.974564926,2988,GCA_002934445.1,7,9,0.234270415,GCA_002934445.1,Nonlabens,Flavobacteriaceae,3276842,98.54,False,3,GCA_002934445.1,228,7.630522088,0.212121212,9.16E-07,0.002136203,0.069579186,0.000915516
2018,GCA_002422665.1,58,2.539404553,2284,GCA_002422665.1,7,28,0.30647986,GCA_002422665.1,Cloacibacterium,Weeksellaceae,2492276,76.31,True,1,GCA_002422665.1,174,7.61821366,0.215384615,4.01E-07,0.002808678,0.069815703,0.00040124
2488,GCA_002421305.1,56,1.888064734,2966,GCA_002421305.1,7,21,0.236008092,GCA_002421305.1,Empedobacter,Weeksellaceae,3109375,100,True,2,GCA_002421305.1,208,7.012811868,0.222222222,6.43E-07,0.002251256,0.066894472,0.000643216
1087,GCA_001873105.1,54,2.319587629,2328,GCA_001873105.1,7,21,0.300687285,GCA_001873105.1,CG2-30-34-30,Flavobacteriaceae,2536630,94.6,True,2,GCA_001873105.1,173,7.431271478,0.229508197,7.88E-07,0.002759567,0.068200723,0.000788448
1055,GCA_900186515.1,53,2.334801762,2270,GCA_900186515.1,7,7,0.308370044,GCA_900186515.1,Flavobacterium,Flavobacteriaceae,2508617,92.54,False,4,GCA_900186515.1,180,7.929515419,0.233333333,1.59E-06,0.002790382,0.071752683,0.001594504
2072,GCA_001871275.1,49,2.253909844,2174,GCA_001871275.1,7,22,0.321987121,GCA_001871275.1,CG1-02-35-72,Flavobacteriaceae,2458226,91.59,True,1,GCA_001871275.1,156,7.175712971,0.25,4.07E-07,0.002847582,0.063460398,0.000406797
1261,GCA_003450275.1,48,0.602939329,7961,GCA_003450275.1,7,18,0.087928652,GCA_003450275.1,Maribacter,Flavobacteriaceae,7026888,61.08,True,2,GCA_003450275.1,214,2.688104509,0.254545455,2.85E-07,0.000996174,0.030454449,0.000284621
2399,GCA_002388705.1,46,1.665459812,2762,GCA_002388705.1,7,8,0.253439537,GCA_002388705.1,Marinirhabdus,Flavobacteriaceae,3033473,84.32,True,3,GCA_002388705.1,209,7.566980449,0.264150943,9.89E-07,0.002307586,0.068897927,0.000988965
1708,GCA_002696485.1,45,1.577287066,2853,GCA_002696485.1,7,7,0.245355766,GCA_002696485.1,Altibacter,Flavobacteriaceae,3020166,96.81,True,4,GCA_002696485.1,215,7.535927094,0.269230769,1.32E-06,0.002317753,0.07118814,0.001324431
2444,GCA_002384245.1,41,2.518427518,1628,GCA_002384245.1,7,18,0.42997543,GCA_002384245.1,MAG-120531,Flavobacteriaceae,1853283,87.39,True,2,GCA_002384245.1,120,7.371007371,0.291666667,1.08E-06,0.003777081,0.06474996,0.001079166
683,GCA_002171475.2,40,2.234636872,1790,GCA_002171475.2,7,22,0.391061453,GCA_002171475.2,TMED96,Flavobacteriaceae,1936757,96.69,True,2,GCA_002171475.2,135,7.541899441,0.29787234,1.03E-06,0.003614289,0.06970415,0.001032654
615,GCA_002733415.1,40,1.261034048,3172,GCA_002733415.1,7,9,0.220680958,GCA_002733415.1,GCA-2733415,Flavobacteriaceae,3723491,91.6,True,4,GCA_002733415.1,250,7.881462799,0.29787234,1.07E-06,0.001879956,0.067141293,0.001074261
696,GCA_003484045.1,39,1.649746193,2364,GCA_003484045.1,7,21,0.296108291,GCA_003484045.1,Flavobacterium,Flavobacteriaceae,2507736,65.99,True,3,GCA_003484045.1,124,5.24534687,0.304347826,1.20E-06,0.002791362,0.049446991,0.001196298
109,GCA_003867015.1,36,1.133858268,3175,GCA_003867015.1,7,7,0.220472441,GCA_003867015.1,Tenacibaculum,Flavobacteriaceae,3511804,99.66,False,5,GCA_003867015.1,256,8.062992126,0.325581395,1.42E-06,0.001993278,0.072897007,0.00142377
1937,GCA_002381155.1,32,2.228412256,1436,GCA_002381155.1,7,16,0.487465181,GCA_002381155.1,UBA3478,Flavobacteriaceae,1617633,93.4,True,2,GCA_002381155.1,102,7.103064067,0.358974359,1.24E-06,0.00432731,0.063055093,0.001236374
2416,GCA_002384125.1,31,1.955835962,1585,GCA_002384125.1,7,14,0.441640379,GCA_002384125.1,BACL21,Flavobacteriaceae,1805555,74.44,True,1,GCA_002384125.1,109,6.876971609,0.368421053,5.54E-07,0.003876924,0.060369249,0.000553846
1821,GCA_900129475.1,30,1.004016064,2988,GCA_900129475.1,7,7,0.234270415,GCA_900129475.1,Tenacibaculum,Flavobacteriaceae,3286619,99.66,False,4,GCA_900129475.1,220,7.362784471,0.378378378,1.22E-06,0.002129848,0.06693809,0.001217056
44,GCA_001027945.1,30,0.949667616,3159,GCA_001027945.1,7,7,0.22158911,GCA_001027945.1,Tenacibaculum,Flavobacteriaceae,3419821,99.66,False,4,GCA_001027945.1,222,7.027540361,0.378378378,1.17E-06,0.002046891,0.064915678,0.001169652
1438,GCA_001429765.1,219,5.130007027,4269,GCA_001429765.1,8,149,0.187397517,GCA_001429765.1,Flavobacterium,Flavobacteriaceae,4986332,99.65,False,6,GCA_001429765.1,383,8.971656126,0.070484581,1.20E-06,0.001604386,0.076809968,0.001203289
1174,GCA_900103215.1,205,4.111512234,4986,GCA_900103215.1,8,113,0.160449258,GCA_900103215.1,Kriegella,Flavobacteriaceae,6057242,99.67,False,4,GCA_900103215.1,430,8.624147613,0.075117371,6.60E-07,0.001320733,0.070989404,0.000660367
2378,GCA_002693805.1,195,4.422771604,4409,GCA_002693805.1,8,132,0.18144704,GCA_002693805.1,Zunongwangia,Flavobacteriaceae,5124647,96.2,True,2,GCA_002693805.1,348,7.892946246,0.078817734,3.90E-07,0.001561083,0.067907116,0.000390271
489,GCA_002814055.1,192,5.529953917,3472,GCA_002814055.1,8,129,0.230414747,GCA_002814055.1,Polaribacter,Flavobacteriaceae,4122594,98.66,False,1,GCA_002814055.1,264,7.603686636,0.08,2.43E-07,0.001940526,0.064037351,0.000242566
2190,GCA_003096795.1,163,4.473106476,3644,GCA_003096795.1,8,101,0.219538968,GCA_003096795.1,Flavobacterium,Flavobacteriaceae,4331524,99.29,False,3,GCA_003096795.1,303,8.315038419,0.093567251,6.93E-07,0.001846925,0.069952285,0.000692597
192,GCA_000152985.1,156,4.259967231,3662,GCA_000152985.1,8,104,0.218459858,GCA_000152985.1,Leeuwenhoekiella,Flavobacteriaceae,4244565,99.05,False,4,GCA_000152985.1,273,7.454942654,0.097560976,9.42E-07,0.001884763,0.064317545,0.000942382
1273,GCA_000708615.2,120,3.051106026,3933,GCA_000708615.2,8,60,0.203407068,GCA_000708615.2,Chryseobacterium,Weeksellaceae,4363762,100,False,6,GCA_000708615.2,312,7.932875667,0.125,1.37E-06,0.001833281,0.071497941,0.00137496
1697,GCA_000812985.1,111,2.429947461,4568,GCA_000812985.1,8,55,0.175131349,GCA_000812985.1,Flavobacterium,Flavobacteriaceae,5380719,99.65,False,9,GCA_000812985.1,362,7.92469352,0.134453782,1.67E-06,0.00148679,0.067277254,0.001672639
23,GCA_007991415.1,104,2.259396046,4603,GCA_007991415.1,8,55,0.173799696,GCA_007991415.1,Chryseobacterium,Weeksellaceae,5197083,100,False,17,GCA_007991415.1,362,7.864436237,0.142857143,3.27E-06,0.001539325,0.069654458,0.003271066
2483,GCA_900102915.1,88,2.959973091,2973,GCA_900102915.1,8,40,0.269088463,GCA_900102915.1,Salinimicrobium,Flavobacteriaceae,3261465,99.62,False,2,GCA_900102915.1,241,8.106289943,0.166666667,6.13E-07,0.002452885,0.073893174,0.000613221
872,GCA_000799645.1,86,1.85424752,4638,GCA_000799645.1,8,41,0.172488141,GCA_000799645.1,Chryseobacterium,Weeksellaceae,5203023,100,False,16,GCA_000799645.1,364,7.848210436,0.170212766,3.08E-06,0.001537568,0.069959329,0.003075135
874,GCA_001662485.1,84,2.985074627,2814,GCA_001662485.1,8,45,0.284292822,GCA_001662485.1,Flavobacterium,Flavobacteriaceae,3314516,90.81,False,2,GCA_001662485.1,232,8.244491827,0.173913043,6.03E-07,0.002413625,0.069995137,0.000603406
380,GCA_002715085.1,83,2.398843931,3460,GCA_002715085.1,8,30,0.231213873,GCA_002715085.1,Flavobacterium,Flavobacteriaceae,3778761,96.88,True,4,GCA_002715085.1,297,8.583815029,0.175824176,1.06E-06,0.002117096,0.078597191,0.001058548
949,GCA_900683625.1,81,2.37258348,3414,GCA_900683625.1,8,36,0.234329233,GCA_900683625.1,Chryseobacterium,Weeksellaceae,3685675,100,False,4,GCA_900683625.1,245,7.176332748,0.179775281,1.09E-06,0.002170566,0.066473577,0.001085283
1202,GCA_001005315.1,76,1.612218922,4714,GCA_001005315.1,8,33,0.169707255,GCA_001005315.1,Kordia,Flavobacteriaceae,5356465,99.48,False,13,GCA_001005315.1,336,7.127704709,0.19047619,2.43E-06,0.001493522,0.062727937,0.002426974
1888,GCA_002742325.1,73,2.300661834,3173,GCA_002742325.1,8,26,0.252127324,GCA_002742325.1,Olleya,Flavobacteriaceae,3401892,99.67,False,2,GCA_002742325.1,241,7.595335645,0.197530864,5.88E-07,0.002351633,0.070842931,0.000587908
510,GCA_001418085.1,65,1.9525383,3329,GCA_001418085.1,8,14,0.240312406,GCA_001418085.1,Lacinutrix,Flavobacteriaceae,3661347,99.34,False,1,GCA_001418085.1,252,7.569840793,0.219178082,2.73E-07,0.002184988,0.068827128,0.000273124
2044,GCA_004088395.1,64,2.93040293,2184,GCA_004088395.1,8,32,0.366300366,GCA_004088395.1,Ornithobacterium,Weeksellaceae,2253590,98.92,False,1,GCA_004088395.1,149,6.822344322,0.222222222,4.44E-07,0.003549892,0.066116729,0.000443736
2396,GCA_002454815.1,42,1.908223535,2201,GCA_002454815.1,8,13,0.363471149,GCA_002454815.1,Kaistella,Weeksellaceae,2415416,100,True,3,GCA_002454815.1,181,8.223534757,0.32,1.24E-06,0.003312059,0.074935332,0.001242022
2058,GCA_002721255.1,40,1.911132346,2093,GCA_002721255.1,8,19,0.382226469,GCA_002721255.1,UBA7446,Flavobacteriaceae,2147645,83.07,True,1,GCA_002721255.1,168,8.026755853,0.333333333,4.66E-07,0.00372501,0.078225219,0.000465626
1363,GCA_002719315.1,39,2.075572113,1879,GCA_002719315.1,8,23,0.425758382,GCA_002719315.1,GCA-2719315,Flavobacteriaceae,2102722,93.79,True,2,GCA_002719315.1,131,6.971793507,0.340425532,9.51E-07,0.003804592,0.062300199,0.000951148
385,GCA_902705275.1,39,1.401365433,2783,GCA_902705275.1,8,11,0.287459576,GCA_902705275.1,Tenacibaculum,Flavobacteriaceae,3192471,99.22,False,2,GCA_902705275.1,220,7.90513834,0.340425532,6.26E-07,0.002505896,0.068912137,0.000626474
966,GCA_002171295.2,38,3.042433947,1249,GCA_002171295.2,8,20,0.64051241,GCA_002171295.2,UBA8316,Flavobacteriaceae,1417098,67.27,True,2,GCA_002171295.2,79,6.325060048,0.347826087,1.41E-06,0.00564534,0.055747732,0.001411335
1646,GCA_002390605.1,30,1.908396947,1572,GCA_002390605.1,8,16,0.508905852,GCA_002390605.1,MS024-2A,Flavobacteriaceae,1714136,79.76,True,2,GCA_002390605.1,107,6.806615776,0.421052632,1.17E-06,0.004667074,0.062422118,0.001166769
1748,GCA_002335345.1,28,1.839684625,1522,GCA_002335345.1,8,12,0.525624179,GCA_002335345.1,BACL21,Flavobacteriaceae,1727315,77.94,True,1,GCA_002335345.1,120,7.884362681,0.444444444,5.79E-07,0.004631466,0.069471984,0.000578933
2116,GCA_002697365.1,22,2.050326188,1073,GCA_002697365.1,8,13,0.745573159,GCA_002697365.1,MAG-121220-bin8,Flavobacteriaceae,1168329,64.52,True,1,GCA_002697365.1,80,7.455731594,0.533333333,8.56E-07,0.006847386,0.068473863,0.000855923
406,GCA_002697465.1,13,1.555023923,836,GCA_002697465.1,8,5,0.956937799,GCA_002697465.1,MED-G14,Flavobacteriaceae,853813,60.36,True,1,GCA_002697465.1,56,6.698564593,0.761904762,1.17E-06,0.009369733,0.065588132,0.001171217
2101,GCA_000220585.2,134,4.162783473,3219,GCA_000220585.2,9,80,0.279589935,GCA_000220585.2,Croceivirga,Flavobacteriaceae,3704661,98.68,False,2,GCA_000220585.2,280,8.698353526,0.125874126,5.40E-07,0.002429372,0.075580465,0.00053986
1146,GCA_004295795.1,118,3.067325188,3847,GCA_004295795.1,9,70,0.233948531,GCA_004295795.1,Flavobacterium,Flavobacteriaceae,4406250,99.64,True,3,GCA_004295795.1,324,8.422147128,0.141732283,6.81E-07,0.002042553,0.073531915,0.000680851
1837,GCA_000737665.1,111,2.80444669,3958,GCA_000737665.1,9,62,0.227387569,GCA_000737665.1,Chryseobacterium,Weeksellaceae,4364663,99.02,False,4,GCA_000737665.1,326,8.236483072,0.15,9.16E-07,0.002062015,0.074690761,0.000916451
2144,GCA_002916835.1,63,2.290076336,2751,GCA_002916835.1,9,13,0.327153762,GCA_002916835.1,Flavobacterium,Flavobacteriaceae,3186861,99.65,False,3,GCA_002916835.1,198,7.19738277,0.25,9.41E-07,0.002824096,0.062130102,0.000941365
2459,GCA_001485515.1,53,2.094033979,2531,GCA_001485515.1,9,7,0.355590676,GCA_001485515.1,Flavobacterium,Flavobacteriaceae,2705210,99.18,False,3,GCA_001485515.1,197,7.783484789,0.290322581,1.11E-06,0.003326914,0.072822443,0.001108971
538,GCA_002296885.1,46,2.155576382,2134,GCA_002296885.1,9,18,0.421743205,GCA_002296885.1,Flavobacterium,Flavobacteriaceae,2399307,80.51,True,2,GCA_002296885.1,176,8.24742268,0.327272727,8.34E-07,0.003751083,0.073354514,0.000833574
1381,GCA_001418685.1,31,1.481835564,2092,GCA_001418685.1,9,5,0.430210325,GCA_001418685.1,Apibacter,Weeksellaceae,2331098,100,False,1,GCA_001418685.1,171,8.173996176,0.45,4.29E-07,0.003860842,0.073355989,0.000428982
1756,GCA_003514105.1,30,0.735835173,4077,GCA_003514105.1,9,4,0.220750552,GCA_003514105.1,Marixanthomonas,Flavobacteriaceae,3667639,59.07,True,1,GCA_003514105.1,159,3.899926416,0.461538462,2.73E-07,0.002453895,0.04335214,0.000272655
2002,GCA_002696305.1,29,1.331496786,2178,GCA_002696305.1,9,2,0.41322314,GCA_002696305.1,Aequorivita,Flavobacteriaceae,2300656,77.49,True,4,GCA_002696305.1,157,7.208448118,0.473684211,1.74E-06,0.003911928,0.068241406,0.001738635
1465,GCA_000468615.2,146,3.680362995,3967,GCA_000468615.2,10,87,0.252079657,GCA_000468615.2,Cellulophaga,Flavobacteriaceae,4635105,99.67,False,3,GCA_000468615.2,341,8.59591631,0.128205128,6.47E-07,0.002157448,0.073568991,0.000647235
537,GCA_000477035.2,136,3.4,4000,GCA_000477035.2,10,74,0.25,GCA_000477035.2,Cellulophaga,Flavobacteriaceae,4560540,99.67,False,4,GCA_000477035.2,326,8.15,0.136986301,8.77E-07,0.002192723,0.071482763,0.000877089
1900,GCA_900105425.1,109,3.40625,3200,GCA_900105425.1,10,31,0.3125,GCA_900105425.1,Winogradskyella,Flavobacteriaceae,3688445,99.67,False,2,GCA_900105425.1,285,8.90625,0.168067227,5.42E-07,0.00271117,0.077268334,0.000542234
1237,GCA_003248755.1,91,2.585961921,3519,GCA_003248755.1,10,50,0.28417164,GCA_003248755.1,Epilithonimonas,Weeksellaceae,3815369,99.98,True,2,GCA_003248755.1,305,8.66723501,0.198019802,5.24E-07,0.002620978,0.079939843,0.000524196
2340,GCA_003524725.1,67,2.276588515,2943,GCA_003524725.1,10,34,0.339789331,GCA_003524725.1,Chryseobacterium,Weeksellaceae,3272244,80.72,True,5,GCA_003524725.1,189,6.422018349,0.25974026,1.53E-06,0.003056007,0.057758529,0.001528003
1901,GCA_000827635.1,63,2.549575071,2471,GCA_000827635.1,10,40,0.404694456,GCA_000827635.1,Capnocytophaga,Flavobacteriaceae,2383627,96.16,False,1,GCA_000827635.1,131,5.301497369,0.273972603,4.20E-07,0.004195287,0.054958263,0.000419529
2518,GCA_002954325.1,68,2.304303626,2951,GCA_002954325.1,11,34,0.372754998,GCA_002954325.1,Aureicoccus,Flavobacteriaceae,3052917,97.33,False,4,GCA_002954325.1,206,6.980684514,0.278481013,1.31E-06,0.003603111,0.06747645,0.001310222
430,GCA_003312425.1,89,2.762259466,3222,GCA_003312425.1,12,47,0.372439479,GCA_003312425.1,Flavobacterium,Flavobacteriaceae,3652041,99.29,False,4,GCA_003312425.1,265,8.224705152,0.237623762,1.10E-06,0.003285834,0.072562165,0.001095278
300,GCA_000382125.1,93,2.668579627,3485,GCA_000382125.1,13,49,0.37302726,GCA_000382125.1,Eudoraea,Flavobacteriaceae,3906474,99.28,False,6,GCA_000382125.1,272,7.804878049,0.245283019,1.54E-06,0.003327809,0.069628007,0.001535912
513,GCA_002806995.1,117,3.927492447,2979,GCA_002806995.1,16,53,0.537092984,GCA_002806995.1,Confluentibacter,Flavobacteriaceae,3348614,98.68,False,1,GCA_002806995.1,245,8.224236321,0.240601504,2.99E-07,0.004778096,0.073164599,0.000298631
1080,GCA_002703065.1,16,1.70212766,940,GCA_002703065.1,33,8,3.510638298,GCA_002703065.1,MED-G14,Flavobacteriaceae,988426,63.6,True,1,GCA_002703065.1,56,5.957446809,1.346938776,1.01E-06,0.033386414,0.056655733,0.00101171
1943,GCA_002457295.1,23,2.356557377,976,GCA_002457295.1,35,12,3.586065574,GCA_002457295.1,MS024-2A_A,Flavobacteriaceae,1059616,55.88,True,1,GCA_002457295.1,60,6.147540984,1.206896552,9.44E-07,0.033030834,0.056624287,0.000943738
1311,GCA_003331875.1,19,1.853658537,1025,GCA_003331875.1,39,9,3.804878049,GCA_003331875.1,MED-G14,Flavobacteriaceae,1079009,67.7,True,2,GCA_003331875.1,65,6.341463415,1.344827586,1.85E-06,0.036144277,0.060240461,0.001853553
2306,GCA_002470745.1,31,2.627118644,1180,GCA_002470745.1,40,15,3.389830508,GCA_002470745.1,UBA7446,Flavobacteriaceae,1324723,76.95,True,2,GCA_002470745.1,75,6.355932203,1.126760563,1.51E-06,0.030194992,0.056615609,0.00150975
2374,GCA_003488565.1,23,2.14953271,1070,GCA_003488565.1,41,12,3.831775701,GCA_003488565.1,BACL21,Flavobacteriaceae,1214042,59.01,True,1,GCA_003488565.1,68,6.355140187,1.28125,8.24E-07,0.033771484,0.056011242,0.000823695
492,GCA_003331885.1,16,1.907032181,839,GCA_003331885.1,41,8,4.886769964,GCA_003331885.1,MED-G14,Flavobacteriaceae,870081,66.85,True,1,GCA_003331885.1,57,6.793802145,1.438596491,1.15E-06,0.04712205,0.065511142,0.001149318
610,GCA_004214015.1,10,1.280409731,781,GCA_004214015.1,42,0,5.377720871,GCA_004214015.1,MED-G11,Flavobacteriaceae,806309,71.81,True,1,GCA_004214015.1,51,6.530089629,1.615384615,1.24E-06,0.052089211,0.063251185,0.001240219
1447,GCA_007116535.1,14,1.241134752,1128,GCA_007116535.1,43,4,3.812056738,GCA_007116535.1,Psychroflexus,Flavobacteriaceae,1253292,56.33,True,2,GCA_007116535.1,71,6.294326241,1.50877193,1.60E-06,0.034309642,0.056650804,0.001595797
2411,GCA_002687665.1,36,2.760736196,1304,GCA_002687665.1,44,21,3.374233129,GCA_002687665.1,UBA8316,Flavobacteriaceae,1431041,68.36,True,2,GCA_002687665.1,77,5.904907975,1.1,1.40E-06,0.030746848,0.053806984,0.001397584
2157,GCA_002457715.1,22,2.268041237,970,GCA_002457715.1,44,13,4.536082474,GCA_002457715.1,MED-G14,Flavobacteriaceae,1063518,66.54,True,2,GCA_002457715.1,67,6.907216495,1.333333333,1.88E-06,0.041372125,0.062998464,0.001880551
716,GCA_004213645.1,20,2.070393375,966,GCA_004213645.1,44,7,4.554865424,GCA_004213645.1,MED-G11,Flavobacteriaceae,1043041,80.64,True,2,GCA_004213645.1,64,6.625258799,1.375,1.92E-06,0.042184344,0.061359045,0.00191747
778,GCA_001438245.1,22,1.714731099,1283,GCA_001438245.1,45,10,3.507404521,GCA_001438245.1,MAG-120531,Flavobacteriaceae,1498937,77.99,True,2,GCA_001438245.1,66,5.144193297,1.343283582,1.33E-06,0.030021275,0.044031203,0.001334279
960,GCA_002457075.1,12,1.483312732,809,GCA_002457075.1,45,2,5.562422744,GCA_002457075.1,MED-G11,Flavobacteriaceae,851326,73.9,True,2,GCA_002457075.1,49,6.056860321,1.578947368,2.35E-06,0.052858717,0.057557269,0.002349276
1914,GCA_002702885.1,25,2.394636015,1044,GCA_002702885.1,46,14,4.406130268,GCA_002702885.1,MED-G13,Flavobacteriaceae,1137056,65.95,True,1,GCA_002702885.1,71,6.800766284,1.295774648,8.79E-07,0.040455351,0.062441955,0.000879464
2118,GCA_003448295.1,24,2.464065708,974,GCA_003448295.1,47,10,4.825462012,GCA_003448295.1,MAG-120531,Flavobacteriaceae,1115792,62.75,True,2,GCA_003448295.1,70,7.186858316,1.323943662,1.79E-06,0.042122546,0.062735707,0.001792449
2276,GCA_002747105.1,12,1.067615658,1124,GCA_002747105.1,47,1,4.181494662,GCA_002747105.1,GCA-2747105,Weeksellaceae,1199672,51.33,True,1,GCA_002747105.1,70,6.227758007,1.593220339,8.34E-07,0.039177375,0.058349282,0.000833561
1582,GCA_003538555.1,33,2.674230146,1234,GCA_003538555.1,48,16,3.889789303,GCA_003538555.1,UBA8316,Flavobacteriaceae,1405549,58.51,True,2,GCA_003538555.1,85,6.888168558,1.185185185,1.42E-06,0.034150357,0.06047459,0.001422932
2119,GCA_004321735.1,23,2.070207021,1111,GCA_004321735.1,48,11,4.320432043,GCA_004321735.1,MED-G14,Flavobacteriaceae,1150448,78.68,True,2,GCA_004321735.1,70,6.300630063,1.352112676,1.74E-06,0.041722877,0.060845862,0.001738453
2462,GCA_008081325.1,17,1.647286822,1032,GCA_008081325.1,48,5,4.651162791,GCA_008081325.1,MED-G13,Flavobacteriaceae,1148085,62.54,True,1,GCA_008081325.1,71,6.879844961,1.476923077,8.71E-07,0.041808751,0.061842111,0.000871016
