,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
2233,GCA_000745315.1,130,3.5192203573362213,3694,GCA_000745315.1,144,65,3.898213318895506,GCA_000745315.1,Salegentibacter,Flavobacteriaceae,4212161.0,99.43,False,Marine,GCA_000745315.1_merops.txt,3.0,GCA_000745315.1,298,8.067135896047645,1.051094890510949,7.122234881335258e-07,0.034186727430409236,0.07074753315459689,0.0007122234881335258
1106,GCA_002304765.1,128,3.4820457018498367,3676,GCA_002304765.1,142,71,3.862894450489663,GCA_002304765.1,Euzebyella,Flavobacteriaceae,4328201.0,95.46,True,Marine,GCA_002304765.1_merops.txt,5.0,GCA_002304765.1,314,8.54189336235038,1.0518518518518518,1.155214371975793e-06,0.03280808816411253,0.07254746256007981,0.0011552143719757932
2126,GCA_008033395.2,121,3.7682964808470882,3211,GCA_008033395.2,135,72,4.204297726564933,GCA_008033395.2,Flavobacterium,Flavobacteriaceae,3786901.0,99.65,False,Unclassified,GCA_008033395.2_merops.txt,4.0,GCA_008033395.2,269,8.377452507007163,1.0546875,1.056272661999878e-06,0.035649202342495884,0.0710343365194918,0.001056272661999878
597,GCA_007991455.1,136,3.273164861612515,4155,GCA_007991455.1,152,76,3.658243080625752,GCA_007991455.1,Chryseobacterium,Weeksellaceae,4669096.0,100.0,False,Non_marine,GCA_007991455.1_merops.txt,4.0,GCA_007991455.1,319,7.677496991576414,1.0555555555555556,8.566968852214647e-07,0.032554481638415664,0.0683215765964118,0.0008566968852214647
1813,GCA_002364535.1,66,3.7267080745341614,1771,GCA_002364535.1,74,41,4.178430265386787,GCA_002364535.1,UBA8316,Flavobacteriaceae,2017223.0,88.62,True,Marine,GCA_002364535.1_merops.txt,3.0,GCA_002364535.1,126,7.114624505928854,1.0571428571428572,1.4871930371604924e-06,0.03668409491662548,0.06246210756074068,0.0014871930371604923
607,GCA_001761325.1,106,3.498349834983498,3030,GCA_001761325.1,119,50,3.927392739273927,GCA_001761325.1,LPB0138,Flavobacteriaceae,3426122.0,98.99,False,Unclassified,GCA_001761325.1_merops.txt,2.0,GCA_001761325.1,249,8.217821782178218,1.0577777777777777,5.837503743299275e-07,0.03473314727263069,0.07267692160407598,0.0005837503743299275
622,GCA_005144745.1,105,3.2884434700908236,3193,GCA_005144745.1,118,50,3.6955840901973067,GCA_005144745.1,Croceivirga,Flavobacteriaceae,3614925.0,99.01,False,Marine,GCA_005144745.1_merops.txt,3.0,GCA_005144745.1,277,8.675227059191982,1.0582959641255605,8.29892736363825e-07,0.03264244763031045,0.07662676265759318,0.000829892736363825
1557,GCA_003487285.1,88,3.3846153846153846,2600,GCA_003487285.1,99,60,3.807692307692308,GCA_003487285.1,Leeuwenhoekiella,Flavobacteriaceae,3060175.0,80.89,True,Marine,GCA_003487285.1_merops.txt,4.0,GCA_003487285.1,176,6.769230769230769,1.0588235294117647,1.3071147891868929e-06,0.032351091032375594,0.05751305072422329,0.0013071147891868928
903,GCA_002452945.1,128,3.6281179138322,3528,GCA_002452945.1,144,69,4.081632653061225,GCA_002452945.1,Euzebyella,Flavobacteriaceae,4196296.0,93.44,True,Marine,GCA_002452945.1_merops.txt,6.0,GCA_002452945.1,324,9.183673469387756,1.0588235294117647,1.4298324045777515e-06,0.03431597770986604,0.07721094984719858,0.0014298324045777515
2088,GCA_002291725.1,126,3.472030862496556,3629,GCA_002291725.1,142,66,3.912923670432626,GCA_002291725.1,Euzebyella,Flavobacteriaceae,4273020.0,91.35,True,Marine,GCA_002291725.1_merops.txt,6.0,GCA_002291725.1,317,8.735188757233397,1.0597014925373134,1.4041591193114003e-06,0.03323176582370314,0.07418640680361899,0.0014041591193114003
1552,GCA_013249045.1,110,3.422526446795272,3214,GCA_013249045.1,124,40,3.8581207218419413,GCA_013249045.1,Winogradskyella,Flavobacteriaceae,3693758.0,99.34,False,Unclassified,GCA_013249045.1_merops.txt,1.0,GCA_013249045.1,257,7.996266334785314,1.0598290598290598,2.7072699402613816e-07,0.03357014725924113,0.0695768374647175,0.00027072699402613814
157,GCA_002697885.1,94,3.5768645357686446,2628,GCA_002697885.1,106,62,4.033485540334855,GCA_002697885.1,Leeuwenhoekiella,Flavobacteriaceae,3009707.0,80.96,True,Marine,GCA_002697885.1_merops.txt,2.0,GCA_002697885.1,199,7.572298325722983,1.06,6.645165127369542e-07,0.03521937517505857,0.06611939301732693,0.0006645165127369541
376,GCA_002454195.1,60,2.6893769610040343,2231,GCA_002454195.1,68,26,3.047960555804572,GCA_002454195.1,Flavobacterium,Flavobacteriaceae,2404923.0,77.87,True,Non_marine,GCA_002454195.1_merops.txt,3.0,GCA_002454195.1,185,8.292245629762439,1.0625,1.2474411862666706e-06,0.028275333555377865,0.07692553981977801,0.0012474411862666704
2056,GCA_007279655.1,157,4.2489851150202975,3695,GCA_007279655.1,178,109,4.817320703653586,GCA_007279655.1,Robertkochia,Flavobacteriaceae,4407270.0,99.34,False,Non_marine,GCA_007279655.1_merops.txt,1.0,GCA_007279655.1,304,8.227334235453315,1.0626865671641792,2.2689783017605002e-07,0.040387813771336906,0.0689769403735192,0.00022689783017605002
1230,GCA_002323395.1,119,3.2136105860113418,3703,GCA_002323395.1,135,69,3.645692681609506,GCA_002323395.1,Euzebyella,Flavobacteriaceae,4355495.0,93.54,True,Marine,GCA_002323395.1_merops.txt,6.0,GCA_002323395.1,315,8.506616257088846,1.062992125984252,1.3775701728506173e-06,0.030995328889138894,0.07232243407465742,0.0013775701728506173
2277,GCA_002217285.1,155,3.454423891241364,4487,GCA_002217285.1,176,95,3.9224426119901943,GCA_002217285.1,Flavobacterium,Flavobacteriaceae,5260169.0,99.65,False,Non_marine,GCA_002217285.1_merops.txt,9.0,GCA_002217285.1,419,9.338087809226653,1.0634441087613293,1.7109716436867332e-06,0.03345900103209612,0.07965523541163792,0.0017109716436867332
950,GCA_002696985.1,103,2.922814982973893,3524,GCA_002696985.1,117,41,3.3200908059023835,GCA_002696985.1,Mesonia,Flavobacteriaceae,3898638.0,94.3,True,Marine,GCA_002696985.1_merops.txt,4.0,GCA_002696985.1,275,7.803632236095346,1.0636363636363637,1.0259993361784295e-06,0.030010480583219062,0.07053745436226702,0.0010259993361784296
149,GCA_003054025.1,66,2.815699658703072,2344,GCA_003054025.1,75,37,3.199658703071672,GCA_003054025.1,Capnocytophaga,Flavobacteriaceae,2636893.0,100.0,False,Unclassified,GCA_003054025.1_merops.txt,2.0,GCA_003054025.1,150,6.399317406143344,1.0638297872340425,7.584683944323869e-07,0.028442564791214507,0.056885129582429014,0.0007584683944323868
1271,GCA_002695545.1,115,2.9344220464404187,3919,GCA_002695545.1,131,54,3.3426894615973466,GCA_002695545.1,Mesonia,Flavobacteriaceae,4356736.0,98.73,True,Marine,GCA_002695545.1_merops.txt,6.0,GCA_002695545.1,302,7.706047461087012,1.065040650406504,1.3771777771248934e-06,0.030068381467226842,0.0693179481152863,0.0013771777771248933
537,GCA_000477035.2,136,3.4000000000000004,4000,GCA_000477035.2,155,74,3.875,GCA_000477035.2,Cellulophaga,Flavobacteriaceae,4560540.0,99.67,False,Marine,GCA_000477035.2_merops.txt,4.0,GCA_000477035.2,326,8.15,1.0652920962199313,8.770891166396962e-07,0.03398720326978823,0.07148276300613524,0.0008770891166396961
1459,GCA_002999135.1,71,2.6551982049364247,2674,GCA_002999135.1,81,38,3.029169783096485,GCA_002999135.1,Capnocytophaga,Flavobacteriaceae,2990835.0,100.0,False,Non_marine,GCA_002999135.1_merops.txt,4.0,GCA_002999135.1,149,5.572176514584892,1.0657894736842106,1.3374191488330183e-06,0.02708273776386862,0.04981886329402993,0.0013374191488330182
1104,GCA_013404055.1,105,2.9486099410278013,3561,GCA_013404055.1,120,35,3.369839932603201,GCA_013404055.1,Winogradskyella,Flavobacteriaceae,4093975.0,99.67,False,Unclassified,GCA_013404055.1_merops.txt,3.0,GCA_013404055.1,290,8.143779837124402,1.0666666666666667,7.327841523213991e-07,0.029311366092855964,0.07083580139106858,0.0007327841523213991
73,GCA_902499555.1,111,2.8801245459263103,3854,GCA_902499555.1,127,48,3.2952776336274,GCA_902499555.1,Mesonia,Flavobacteriaceae,4275762.0,99.62,False,Marine,GCA_902499555.1_merops.txt,4.0,GCA_902499555.1,293,7.6024909185262075,1.0672268907563025,9.355057648203993e-07,0.029702308033047676,0.06852579727309425,0.0009355057648203993
426,GCA_000468595.1,129,3.2444668008048287,3976,GCA_000468595.1,148,64,3.722334004024145,GCA_000468595.1,Cellulophaga,Flavobacteriaceae,4486477.0,99.67,False,Unclassified,GCA_000468595.1_merops.txt,3.0,GCA_000468595.1,324,8.148893360160967,1.068592057761733,6.686761126826238e-07,0.03298802155900944,0.07221702016972337,0.0006686761126826237
525,GCA_002364405.1,101,3.4029649595687337,2968,GCA_002364405.1,116,72,3.908355795148248,GCA_002364405.1,Leeuwenhoekiella,Flavobacteriaceae,3477681.0,85.58,True,Marine,GCA_002364405.1_merops.txt,3.0,GCA_002364405.1,225,7.580862533692723,1.0691244239631337,8.626438135067593e-07,0.033355560788928026,0.06469828601300695,0.0008626438135067593
2171,GCA_009730375.1,73,3.107705406555981,2349,GCA_009730375.1,84,40,3.5759897828863343,GCA_009730375.1,Capnocytophaga,Flavobacteriaceae,2652717.0,99.05,False,Non_marine,GCA_009730375.1_merops.txt,2.0,GCA_009730375.1,156,6.641123882503193,1.070063694267516,7.539439751771485e-07,0.03166564695744024,0.05880763006381759,0.0007539439751771485
694,GCA_013090115.1,124,3.6130536130536135,3432,GCA_013090115.1,143,75,4.166666666666666,GCA_013090115.1,Muricauda,Flavobacteriaceae,3871069.0,99.28,False,Unclassified,GCA_013090115.1_merops.txt,2.0,GCA_013090115.1,287,8.362470862470863,1.0711610486891385,5.166531518813021e-07,0.03694070035951309,0.07413972729496685,0.0005166531518813021
7,GCA_000688335.1,129,3.5400658616904503,3644,GCA_000688335.1,149,71,4.088913282107574,GCA_000688335.1,Psychroserpens,Flavobacteriaceae,4106053.0,99.67,False,Marine,GCA_000688335.1_merops.txt,2.0,GCA_000688335.1,268,7.354555433589462,1.0719424460431655,4.870857731256757e-07,0.03628789009786284,0.06526949359884054,0.0004870857731256757
1070,GCA_008329705.1,128,3.1769669893273766,4029,GCA_008329705.1,148,70,3.6733680814097793,GCA_008329705.1,Chryseobacterium,Weeksellaceae,4458689.0,100.0,False,Non_marine,GCA_008329705.1_merops.txt,3.0,GCA_008329705.1,301,7.470836435840159,1.0724637681159421,6.728435196982791e-07,0.03319361363844843,0.06750863314306066,0.0006728435196982791
2235,GCA_002434285.1,115,3.582554517133956,3210,GCA_002434285.1,133,62,4.1433021806853585,GCA_002434285.1,Chryseobacterium,Weeksellaceae,3650235.0,91.09,True,Non_marine,GCA_002434285.1_merops.txt,4.0,GCA_002434285.1,282,8.785046728971963,1.0725806451612903,1.095819858173515e-06,0.03643601028426937,0.07725530000123279,0.001095819858173515
107,GCA_003634825.1,88,3.4837688044338884,2526,GCA_003634825.1,102,48,4.038004750593824,GCA_003634825.1,Flavobacterium,Flavobacteriaceae,2923941.0,98.94,False,Unclassified,GCA_003634825.1_merops.txt,3.0,GCA_003634825.1,236,9.34283452098179,1.0736842105263158,1.0260124947801614e-06,0.03488442482252548,0.08071298292270604,0.0010260124947801615
514,GCA_007097295.1,119,3.3511686848774995,3551,GCA_007097295.1,138,75,3.886229231202478,GCA_007097295.1,Flavobacterium,Flavobacteriaceae,4088661.0,99.29,False,Unclassified,GCA_007097295.1_merops.txt,3.0,GCA_007097295.1,291,8.194874683187834,1.0739299610894941,7.33736546023258e-07,0.033751881117069865,0.07117244496425602,0.000733736546023258
1274,GCA_007097285.1,119,3.373015873015873,3528,GCA_007097285.1,138,75,3.9115646258503403,GCA_007097285.1,Flavobacterium,Flavobacteriaceae,4070606.0,99.29,False,Unclassified,GCA_007097285.1_merops.txt,3.0,GCA_007097285.1,292,8.276643990929704,1.0739299610894941,7.369910033051589e-07,0.03390158615203731,0.07173379098836881,0.000736991003305159
1660,GCA_000423585.1,129,3.8634321653189576,3339,GCA_000423585.1,150,73,4.492362982929021,GCA_000423585.1,Salinimicrobium,Flavobacteriaceae,3764506.0,99.62,False,Non_marine,GCA_000423585.1_merops.txt,2.0,GCA_000423585.1,273,8.176100628930817,1.075268817204301,5.312782075523322e-07,0.03984586556642492,0.07251947533089335,0.0005312782075523322
2064,GCA_900102165.1,143,3.413702554308904,4189,GCA_900102165.1,167,79,3.9866316543327764,GCA_900102165.1,Cellulophaga,Flavobacteriaceae,4718566.0,99.67,False,Marine,GCA_900102165.1_merops.txt,4.0,GCA_900102165.1,342,8.164239675340177,1.0774193548387097,8.477151744830951e-07,0.03539210853466922,0.07247964741830464,0.0008477151744830952
1788,GCA_011764015.1,124,3.872579637726421,3202,GCA_011764015.1,145,72,4.52841973766396,GCA_011764015.1,Mangrovimonas,Flavobacteriaceae,3590195.0,99.67,False,Unclassified,GCA_011764015.1_merops.txt,2.0,GCA_011764015.1,257,8.0262336039975,1.0780669144981412,5.570728052375985e-07,0.040387778379725896,0.07158385547303141,0.0005570728052375985
1653,GCA_001941605.1,111,3.233323623652782,3433,GCA_001941605.1,130,58,3.7867754150888437,GCA_001941605.1,Cellulophaga,Flavobacteriaceae,3952957.0,99.67,False,Unclassified,GCA_001941605.1_merops.txt,1.0,GCA_001941605.1,283,8.243518788231867,1.0788381742738589,2.529751778225769e-07,0.03288677311693499,0.07159197532378926,0.0002529751778225769
952,GCA_007997075.1,110,3.359804520464264,3274,GCA_007997075.1,129,59,3.9401343921808185,GCA_007997075.1,Polaribacter,Flavobacteriaceae,3762028.0,99.66,False,Marine,GCA_007997075.1_merops.txt,3.0,GCA_007997075.1,259,7.910812461820403,1.0794979079497908,7.974422306266726e-07,0.03429001591694692,0.06884584591076941,0.0007974422306266726
1191,GCA_002741945.1,133,3.915219311156904,3397,GCA_002741945.1,156,66,4.592287312334413,GCA_002741945.1,Flaviramulus_A,Flavobacteriaceae,3897777.0,99.67,False,Marine,GCA_002741945.1_merops.txt,2.0,GCA_002741945.1,320,9.420076538121872,1.0795847750865053,5.1311298722323e-07,0.04002281300341194,0.0820980779557168,0.0005131129872232301
434,GCA_002426835.1,75,2.9069767441860463,2580,GCA_002426835.1,88,22,3.4108527131782944,GCA_002426835.1,Mariniflexile,Flavobacteriaceae,2625107.0,85.04,True,Non_marine,GCA_002426835.1_merops.txt,2.0,GCA_002426835.1,183,7.093023255813953,1.0797546012269938,7.618737064812978e-07,0.0335224430851771,0.06971144414303873,0.0007618737064812978
1942,GCA_000827555.1,75,3.5494557501183155,2113,GCA_000827555.1,88,41,4.164694746805489,GCA_000827555.1,Capnocytophaga,Flavobacteriaceae,2575891.0,99.52,False,Non_marine,GCA_000827555.1_merops.txt,1.0,GCA_000827555.1,158,7.4775201135825835,1.0797546012269938,3.8821518457108625e-07,0.034162936242255595,0.06133799916223163,0.00038821518457108625
2225,GCA_002336305.1,46,3.43027591349739,1341,GCA_002336305.1,54,24,4.026845637583892,GCA_002336305.1,UBA8316,Flavobacteriaceae,1579691.0,70.99,True,Marine,GCA_002336305.1_merops.txt,1.0,GCA_002336305.1,105,7.829977628635347,1.08,6.330351948577285e-07,0.03418390052231734,0.06646869546006148,0.0006330351948577286
2217,GCA_013823965.1,102,3.87243735763098,2634,GCA_013823965.1,120,59,4.555808656036446,GCA_013823965.1,Flavobacterium,Flavobacteriaceae,3069843.0,78.09,True,Non_marine,GCA_013823965.1_merops.txt,1.0,GCA_013823965.1,213,8.086560364464694,1.0810810810810811,3.2574955787641255e-07,0.039089946945169506,0.06938465582767589,0.00032574955787641256
2134,GCA_002413625.1,100,2.9647198339756886,3373,GCA_002413625.1,118,41,3.4983694040913136,GCA_002413625.1,Mesonia,Flavobacteriaceae,3745325.0,99.3,True,Marine,GCA_002413625.1_merops.txt,4.0,GCA_002413625.1,265,7.856507560035577,1.0825688073394495,1.067998104303365e-06,0.03150594407694926,0.07075487441009792,0.001067998104303365
1535,GCA_900116115.1,116,3.772357723577236,3075,GCA_900116115.1,137,57,4.455284552845528,GCA_900116115.1,Lutibacter,Flavobacteriaceae,3484703.0,98.32,False,Non_marine,GCA_900116115.1_merops.txt,1.0,GCA_900116115.1,264,8.585365853658537,1.08300395256917,2.8696850205024647e-07,0.03931468478088377,0.07575968454126507,0.00028696850205024645
1096,GCA_900129385.1,127,3.3875700186716458,3749,GCA_900129385.1,150,70,4.001066951186983,GCA_900129385.1,Chryseobacterium,Weeksellaceae,4198109.0,100.0,False,Marine,GCA_900129385.1_merops.txt,3.0,GCA_900129385.1,301,8.028807682048546,1.0830324909747293,7.146074577863509e-07,0.035730372889317547,0.07169894826456388,0.000714607457786351
2457,GCA_001456155.1,125,3.3503082283570085,3731,GCA_001456155.1,148,63,3.9667649423746987,GCA_001456155.1,Chryseobacterium,Weeksellaceae,4077766.0,100.0,False,Non_marine,GCA_001456155.1_merops.txt,7.0,GCA_001456155.1,284,7.611900294827125,1.0842490842490842,1.7166262115089488e-06,0.036294382757617774,0.06964597772407735,0.0017166262115089488
2139,GCA_002813425.1,108,3.1699442324625773,3407,GCA_002813425.1,128,59,3.756970942177869,GCA_002813425.1,Cellulophaga,Flavobacteriaceae,3934755.0,99.56,False,Unclassified,GCA_002813425.1_merops.txt,1.0,GCA_002813425.1,286,8.394481948928677,1.0847457627118644,2.5414542963920243e-07,0.03253061499381791,0.0726855928768119,0.0002541454296392024
176,GCA_000423005.1,143,3.7239583333333335,3840,GCA_000423005.1,170,88,4.427083333333334,GCA_000423005.1,Gelidibacter,Flavobacteriaceae,4430943.0,99.67,False,Marine,GCA_000423005.1_merops.txt,3.0,GCA_000423005.1,316,8.229166666666666,1.0862619808306708,6.770567800127422e-07,0.03836655086738872,0.07131664749467552,0.0006770567800127422
1044,GCA_013394595.1,132,3.35195530726257,3938,GCA_013394595.1,157,56,3.9867953275774504,GCA_013394595.1,Winogradskyella,Flavobacteriaceae,4512651.0,99.67,False,Unclassified,GCA_013394595.1_merops.txt,4.0,GCA_013394595.1,298,7.567293042153378,1.0865051903114187,8.863969316483814e-07,0.03479107956719897,0.06603657140780442,0.0008863969316483814
1158,GCA_002390455.1,58,3.618215845290081,1603,GCA_002390455.1,69,35,4.30442919525889,GCA_002390455.1,UBA8316,Flavobacteriaceae,1744866.0,84.93,True,Marine,GCA_002390455.1_merops.txt,2.0,GCA_002390455.1,113,7.049282595134124,1.0866141732283465,1.1462198243303497e-06,0.03954458393939707,0.06476142007466476,0.0011462198243303496
2228,GCA_000424665.1,126,3.981042654028436,3165,GCA_000424665.1,150,70,4.739336492890995,GCA_000424665.1,Salinimicrobium,Flavobacteriaceae,3544726.0,99.62,False,Non_marine,GCA_000424665.1_merops.txt,2.0,GCA_000424665.1,266,8.404423380726698,1.0869565217391304,5.642185037715186e-07,0.04231638778286389,0.07504106100161197,0.0005642185037715187
1258,GCA_003384775.1,124,3.555045871559633,3488,GCA_003384775.1,148,62,4.2431192660550465,GCA_003384775.1,Chryseobacterium,Weeksellaceae,3855222.0,100.0,False,Unclassified,GCA_003384775.1_merops.txt,8.0,GCA_003384775.1,277,7.94151376146789,1.088235294117647,2.0751074775979178e-06,0.03838948833556148,0.07185059641182791,0.002075107477597918
2523,GCA_000213295.2,62,2.8810408921933086,2152,GCA_000213295.2,74,36,3.4386617100371746,GCA_000213295.2,Capnocytophaga,Flavobacteriaceae,2536778.0,94.34,False,Non_marine,GCA_000213295.2_merops.txt,2.0,GCA_000213295.2,142,6.598513011152416,1.088235294117647,7.88401665419678e-07,0.029170861620528087,0.055976518244797144,0.000788401665419678
187,GCA_013403955.1,118,3.234649122807018,3648,GCA_013403955.1,141,43,3.8651315789473686,GCA_013403955.1,Winogradskyella,Flavobacteriaceae,4331412.0,99.67,False,Unclassified,GCA_013403955.1_merops.txt,3.0,GCA_013403955.1,314,8.607456140350877,1.0888030888030888,6.926147870486576e-07,0.032552894991286906,0.07249368104442616,0.0006926147870486576
1185,GCA_013394615.1,132,3.3656297807241207,3922,GCA_013394615.1,158,56,4.028556858745538,GCA_013394615.1,Winogradskyella,Flavobacteriaceae,4501581.0,99.67,False,Unclassified,GCA_013394615.1_merops.txt,4.0,GCA_013394615.1,296,7.547169811320755,1.089655172413793,8.885767022741565e-07,0.03509877973982918,0.06575467596828759,0.0008885767022741566
905,GCA_001642835.1,100,3.055300947143293,3273,GCA_001642835.1,120,31,3.666361136571952,GCA_001642835.1,Tamlana_A,Flavobacteriaceae,3834113.0,98.68,False,Marine,GCA_001642835.1_merops.txt,4.0,GCA_001642835.1,272,8.310418576229758,1.0909090909090908,1.0432660696228827e-06,0.031297982088686484,0.07094209273435603,0.0010432660696228827
1487,GCA_007197735.1,125,3.675389591296677,3401,GCA_007197735.1,150,54,4.410467509556013,GCA_007197735.1,Formosa,Flavobacteriaceae,3934786.0,98.84,False,Marine,GCA_007197735.1_merops.txt,2.0,GCA_007197735.1,281,8.262275801234932,1.0909090909090908,5.082868547361915e-07,0.03812151410521436,0.07141430309043491,0.0005082868547361915
