Genome,BGC_full,Similarity2
GCA_014220635.1,GCA_014220635.1_contig09.region001,0.28
GCA_014220755.1,GCA_014220755.1_contig31.region001,0.28
GCA_014220895.1,GCA_014220895.1_contig21.region001,0.28
GCA_000430825.1,GCA_000430825.1_contig17.region001,0.28
GCA_001045445.1,GCA_001045445.1_contig2.region001,0.28
GCA_900099685.1,GCA_900099685.1_contig29.region001,0.28
GCA_001280435.1,GCA_001280435.1_contig09.region001,0.28
GCA_001280505.1,GCA_001280505.1_contig46.region001,0.28
GCA_001975575.1,GCA_001975575.1_contig12.region001,0.28
GCA_001310225.1,GCA_001310225.1_contig1.region001,0.28
GCA_001425355.1,GCA_001425355.1_contig01.region001,0.28
GCA_001430825.1,GCA_001430825.1_contig1.region001,0.28
GCA_001438225.1,GCA_001438225.1_contig067.region001,0.28
GCA_001438245.1,GCA_001438245.1_contig014.region001,0.28
GCA_001439215.1,GCA_001439215.1_contig001.region001,0.28
GCA_002340745.1,GCA_002340745.1_contig65.region001,0.28
GCA_002346855.1,GCA_002346855.1_contig101.region001,0.28
GCA_002365405.1,GCA_002365405.1_contig52.region001,0.28
GCA_002367645.1,GCA_002367645.1_contig108.region001,0.28
GCA_002384245.1,GCA_002384245.1_contig21.region001,0.28
GCA_002389535.1,GCA_002389535.1_contig049.region001,0.28
GCA_002390125.1,GCA_002390125.1_contig143.region001,0.28
GCA_002477585.1,GCA_002477585.1_contig042.region001,0.28
GCA_002494265.1,GCA_002494265.1_contig061.region001,0.28
GCA_003516945.1,GCA_003516945.1_contig088.region001,0.28
GCA_013204145.1,GCA_013204145.1_contig08.region001,0.28
GCA_001529295.1,GCA_001529295.1_contig33.region001,0.28
GCA_001637325.1,GCA_001637325.1_contig53.region001,0.28
GCA_000152925.3,GCA_000152925.3_contig1.region003,0.28
GCA_000212355.1,GCA_000212355.1_contig1.region002,0.28
GCA_000355805.1,GCA_000355805.1_contig1.region002,0.28
GCA_000769435.1,GCA_000769435.1_contig9.region004,0.28
GCA_001653755.1,GCA_001653755.1_contig1.region003,0.28
GCA_003095655.1,GCA_003095655.1_contig1.region001,0.28
GCA_007827285.1,GCA_007827285.1_contig1.region004,0.28
GCA_001677935.1,GCA_001677935.1_contig183.region001,0.28
GCA_001677955.1,GCA_001677955.1_contig146.region001,0.28
GCA_000687935.1,GCA_000687935.1_contig1.region002,0.28
GCA_000766805.1,GCA_000766805.1_contig1.region002,0.28
GCA_001680885.1,GCA_001680885.1_contig18.region001,0.28
GCA_001761365.1,GCA_001761365.1_contig1.region001,0.28
GCA_002005425.1,GCA_002005425.1_contig1.region001,0.28
GCA_002163835.1,GCA_002163835.1_contig1.region001,0.28
GCA_002201315.1,GCA_002201315.1_contig24.region001,0.28
GCA_002846595.1,GCA_002846595.1_contig1.region001,0.28
GCA_002943715.1,GCA_002943715.1_contig13.region001,0.28
GCA_002954665.1,GCA_002954665.1_contig1.region001,0.28
GCA_003129485.1,GCA_003129485.1_contig15.region001,0.28
GCA_007997065.1,GCA_007997065.1_contig044.region001,0.28
GCA_007997085.1,GCA_007997085.1_contig055.region001,0.28
GCA_007997115.1,GCA_007997115.1_contig18.region001,0.28
GCA_900106075.1,GCA_900106075.1_contig1.region002,0.28
GCA_900106865.1,GCA_900106865.1_contig3.region001,0.28
GCA_000745185.1,GCA_000745185.1_contig1.region003,0.28
GCA_001683915.1,GCA_001683915.1_contig133.region001,0.28
GCA_002198115.1,GCA_002198115.1_contig09.region001,0.28
GCA_002388855.1,GCA_002388855.1_contig191.region001,0.28
GCA_002696215.1,GCA_002696215.1_contig118.region001,0.28
GCA_003054265.1,GCA_003054265.1_contig08.region002,0.28
GCA_003269425.1,GCA_003269425.1_contig1.region004,0.28
GCA_003382275.1,GCA_003382275.1_contig21.region001,0.28
GCA_003992615.1,GCA_003992615.1_contig01.region001,0.28
GCA_006383075.2,GCA_006383075.2_contig02.region002,0.28
GCA_009901525.1,GCA_009901525.1_contig1.region009,0.28
GCA_013042255.1,GCA_013042255.1_contig302.region001,0.28
GCA_013911645.1,GCA_013911645.1_contig7.region001,0.28
GCA_900101815.1,GCA_900101815.1_contig14.region001,0.28
GCA_900102925.1,GCA_900102925.1_contig3.region001,0.28
GCA_900106825.1,GCA_900106825.1_contig06.region001,0.28
GCA_900115205.1,GCA_900115205.1_contig2.region002,0.28
GCA_000799375.1,GCA_000799375.1_contig1.region002,0.28
GCA_001563495.1,GCA_001563495.1_contig19.region001,0.28
GCA_001684955.1,GCA_001684955.1_contig021.region001,0.28
GCA_003815955.1,GCA_003815955.1_contig1.region003,0.28
GCA_003815975.1,GCA_003815975.1_contig1.region006,0.28
GCA_003852415.1,GCA_003852415.1_contig19.region001,0.28
GCA_009602705.1,GCA_009602705.1_contig1.region003,0.28
GCA_900108365.1,GCA_900108365.1_contig08.region002,0.28
GCA_900156585.1,GCA_900156585.1_contig11.region001,0.28
GCA_902729325.1,GCA_902729325.1_contig081.region001,0.28
GCA_001685485.1,GCA_001685485.1_contig1.region001,0.28
GCA_001697185.1,GCA_001697185.1_contig1.region002,0.28
GCA_900130035.1,GCA_900130035.1_contig03.region001,0.28
GCA_001718075.1,GCA_001718075.1_contig02.region001,0.28
GCA_001853405.1,GCA_001853405.1_contig06.region001,0.28
GCA_001853425.1,GCA_001853425.1_contig03.region001,0.28
GCA_002022105.1,GCA_002022105.1_contig1.region002,0.28
GCA_002023055.1,GCA_002023055.1_contig02.region001,0.28
GCA_002023435.1,GCA_002023435.1_contig09.region001,0.28
GCA_002023465.1,GCA_002023465.1_contig08.region001,0.28
GCA_002023505.1,GCA_002023505.1_contig15.region001,0.28
GCA_002294465.1,GCA_002294465.1_contig07.region001,0.28
GCA_002887275.1,GCA_002887275.1_contig1.region002,0.28
GCA_011612125.1,GCA_011612125.1_contig1.region001,0.28
GCA_900092105.1,GCA_900092105.1_contig03.region001,0.28
GCA_900143665.1,GCA_900143665.1_contig09.region001,0.28
GCA_900156975.1,GCA_900156975.1_contig91.region001,0.28
GCA_900475375.1,GCA_900475375.1_contig1.region001,0.28
GCA_000243235.1,GCA_000243235.1_contig2.region001,0.28
GCA_000423045.1,GCA_000423045.1_contig2.region001,0.28
GCA_000745315.1,GCA_000745315.1_contig1.region001,0.28
GCA_001431365.1,GCA_001431365.1_contig06.region001,0.28
GCA_001752425.1,GCA_001752425.1_contig07.region001,0.28
GCA_001932675.1,GCA_001932675.1_contig1.region003,0.28
GCA_002078605.1,GCA_002078605.1_contig01.region001,0.28
GCA_002311535.1,GCA_002311535.1_contig33.region002,0.28
GCA_002833365.1,GCA_002833365.1_contig05.region001,0.28
GCA_002833385.1,GCA_002833385.1_contig09.region001,0.28
GCA_002900095.1,GCA_002900095.1_contig2.region003,0.28
GCA_003001895.1,GCA_003001895.1_contig41.region001,0.28
GCA_003254095.1,GCA_003254095.1_contig01.region001,0.28
GCA_004362395.1,GCA_004362395.1_contig18.region001,0.28
GCA_900113135.1,GCA_900113135.1_contig42.region001,0.28
GCA_900115145.1,GCA_900115145.1_contig34.region001,0.28
GCA_900129445.1,GCA_900129445.1_contig35.region001,0.28
GCA_900168045.1,GCA_900168045.1_contig11.region001,0.28
GCA_900168115.1,GCA_900168115.1_contig18.region001,0.28
GCA_900168265.1,GCA_900168265.1_contig13.region001,0.28
GCA_000252125.2,GCA_000252125.2_contig49.region001,0.28
GCA_000695795.1,GCA_000695795.1_contig06.region001,0.28
GCA_001800905.1,GCA_001800905.1_contig1.region001,0.28
GCA_002382495.1,GCA_002382495.1_contig15.region001,0.28
GCA_003003155.1,GCA_003003155.1_contig01.region002,0.28
GCA_003534545.1,GCA_003534545.1_contig8.region001,0.28
GCA_001516145.1,GCA_001516145.1_contig11.region001,0.28
GCA_001800975.1,GCA_001800975.1_contig26.region001,0.28
GCA_003516285.1,GCA_003516285.1_contig096.region001,0.28
GCA_010906935.1,GCA_010906935.1_contig186.region001,0.28
GCA_900116115.1,GCA_900116115.1_contig19.region001,0.28
GCA_001873105.1,GCA_001873105.1_contig06.region001,0.28
GCA_002770945.1,GCA_002770945.1_contig122.region001,0.28
GCA_002781025.1,GCA_002781025.1_contig207.region001,0.28
GCA_002782545.1,GCA_002782545.1_contig043.region001,0.28
GCA_002785385.1,GCA_002785385.1_contig115.region001,0.28
GCA_002789195.1,GCA_002789195.1_contig040.region001,0.28
GCA_009995175.1,GCA_009995175.1_contig147.region001,0.28
GCA_001874325.1,GCA_001874325.1_contig18.region001,0.28
GCA_001898245.1,GCA_001898245.1_contig31.region001,0.28
GCA_002379575.1,GCA_002379575.1_contig17.region002,0.28
GCA_013389455.1,GCA_013389455.1_contig1.region001,0.28
GCA_001936575.1,GCA_001936575.1_contig048.region001,0.28
GCA_004337695.1,GCA_004337695.1_contig080.region001,0.28
GCA_004762155.1,GCA_004762155.1_contig32.region001,0.28
GCA_013373105.1,GCA_013373105.1_contig20.region001,0.28
GCA_013373385.1,GCA_013373385.1_contig39.region001,0.28
GCA_900198195.1,GCA_900198195.1_contig1.region004,0.28
GCA_002117125.1,GCA_002117125.1_contig1.region001,0.28
GCA_000744275.1,GCA_000744275.1_contig5.region002,0.28
GCA_001951155.1,GCA_001951155.1_contig1.region001,0.28
GCA_002120265.1,GCA_002120265.1_contig03.region001,0.28
GCA_002693185.1,GCA_002693185.1_contig131.region001,0.28
GCA_003054225.1,GCA_003054225.1_contig3.region001,0.28
GCA_001005305.1,GCA_001005305.1_contig34.region002,0.28
GCA_002150785.1,GCA_002150785.1_contig072.region001,0.28
GCA_002441545.1,GCA_002441545.1_contig119.region001,0.28
GCA_002453055.1,GCA_002453055.1_contig121.region001,0.28
GCA_002483285.1,GCA_002483285.1_contig26.region001,0.28
GCA_003024155.1,GCA_003024155.1_contig1.region001,0.28
GCA_003712105.1,GCA_003712105.1_contig05.region001,0.28
GCA_004211785.1,GCA_004211785.1_contig54.region001,0.28
GCA_004791695.1,GCA_004791695.1_contig104.region001,0.28
GCA_004804315.1,GCA_004804315.1_contig08.region001,0.28
GCA_005937185.1,GCA_005937185.1_contig10.region001,0.28
GCA_007050985.1,GCA_007050985.1_contig12.region001,0.28
GCA_008040165.1,GCA_008040165.1_contig3.region001,0.28
GCA_008056315.1,GCA_008056315.1_contig18.region001,0.28
GCA_008711145.1,GCA_008711145.1_contig246.region001,0.28
GCA_010671605.1,GCA_010671605.1_contig5.region001,0.28
GCA_010993855.1,GCA_010993855.1_contig14.region001,0.28
GCA_012272855.1,GCA_012272855.1_contig08.region001,0.28
GCA_013090115.1,GCA_013090115.1_contig34.region001,0.28
GCA_900215465.1,GCA_900215465.1_contig17.region001,0.28
GCA_000737695.1,GCA_000737695.1_contig59.region001,0.28
GCA_000812985.1,GCA_000812985.1_contig119.region001,0.28
GCA_000813005.1,GCA_000813005.1_contig04.region001,0.28
GCA_002156885.1,GCA_002156885.1_contig036.region001,0.28
GCA_002217335.1,GCA_002217335.1_contig03.region001,0.28
GCA_003668995.1,GCA_003668995.1_contig1.region003,0.28
GCA_001686925.1,GCA_001686925.1_contig42.region001,0.28
GCA_001975985.1,GCA_001975985.1_contig26.region001,0.28
GCA_002007065.3,GCA_002007065.3_contig1.region001,0.28
GCA_002222045.1,GCA_002222045.1_contig024.region001,0.28
GCA_003202405.1,GCA_003202405.1_contig29.region001,0.28
GCA_003633595.1,GCA_003633595.1_contig06.region001,0.28
GCA_009664855.1,GCA_009664855.1_contig1.region007,0.28
GCA_013823965.1,GCA_013823965.1_contig012.region001,0.28
GCA_002256285.1,GCA_002256285.1_contig27.region001,0.28
GCA_002256385.1,GCA_002256385.1_contig096.region001,0.28
GCA_000799465.1,GCA_000799465.1_contig1.region002,0.28
GCA_002234495.1,GCA_002234495.1_contig1.region005,0.28
GCA_002266855.1,GCA_002266855.1_contig17.region001,0.28
GCA_002364325.1,GCA_002364325.1_contig4.region001,0.28
GCA_002426015.1,GCA_002426015.1_contig29.region001,0.28
GCA_002706045.1,GCA_002706045.1_contig017.region001,0.28
GCA_002806995.1,GCA_002806995.1_contig01.region001,0.28
GCA_003413745.1,GCA_003413745.1_contig1.region002,0.28
GCA_003426735.1,GCA_003426735.1_contig03.region001,0.28
GCA_003443635.1,GCA_003443635.1_contig1.region002,0.28
GCA_004364975.1,GCA_004364975.1_contig03.region001,0.28
GCA_006159205.1,GCA_006159205.1_contig1.region003,0.28
GCA_007993795.1,GCA_007993795.1_contig1.region001,0.28
GCA_007997375.1,GCA_007997375.1_contig11.region001,0.28
GCA_007997385.1,GCA_007997385.1_contig03.region001,0.28
GCA_008124785.1,GCA_008124785.1_contig06.region001,0.28
GCA_009827225.1,GCA_009827225.1_contig49.region001,0.28
GCA_013001345.1,GCA_013001345.1_contig022.region001,0.28
GCA_013003655.1,GCA_013003655.1_contig251.region001,0.28
GCA_013042425.1,GCA_013042425.1_contig409.region001,0.28
GCA_013042715.1,GCA_013042715.1_contig107.region001,0.28
GCA_013403975.1,GCA_013403975.1_contig17.region001,0.28
GCA_900104765.1,GCA_900104765.1_contig1.region001,0.28
GCA_900104785.1,GCA_900104785.1_contig1.region002,0.28
GCA_900148835.1,GCA_900148835.1_contig01.region001,0.28
GCA_002297505.1,GCA_002297505.1_contig005.region001,0.28
GCA_000812875.1,GCA_000812875.1_contig03.region001,0.28
GCA_002197835.1,GCA_002197835.1_contig1.region001,0.28
GCA_002205795.1,GCA_002205795.1_contig03.region001,0.28
GCA_002306185.1,GCA_002306185.1_contig111.region001,0.28
GCA_002311725.1,GCA_002311725.1_contig19.region001,0.28
GCA_002332505.1,GCA_002332505.1_contig02.region001,0.28
GCA_002376145.1,GCA_002376145.1_contig08.region001,0.28
GCA_002454815.1,GCA_002454815.1_contig19.region001,0.28
GCA_002477085.1,GCA_002477085.1_contig40.region001,0.28
GCA_002477665.1,GCA_002477665.1_contig01.region001,0.28
GCA_003730065.1,GCA_003730065.1_contig2.region001,0.28
GCA_003860505.1,GCA_003860505.1_contig1.region002,0.28
GCA_900114045.1,GCA_900114045.1_contig10.region002,0.28
GCA_002319955.1,GCA_002319955.1_contig39.region001,0.28
GCA_002337205.1,GCA_002337205.1_contig072.region001,0.28
GCA_002345565.1,GCA_002345565.1_contig3.region001,0.28
GCA_002352205.1,GCA_002352205.1_contig04.region001,0.28
GCA_003268815.1,GCA_003268815.1_contig11.region001,0.28
GCA_004122145.1,GCA_004122145.1_contig06.region001,0.28
GCA_002378585.1,GCA_002378585.1_contig026.region001,0.28
GCA_002292245.1,GCA_002292245.1_contig054.region001,0.28
GCA_002387575.1,GCA_002387575.1_contig084.region001,0.28
GCA_002390665.1,GCA_002390665.1_contig099.region001,0.28
GCA_003476525.1,GCA_003476525.1_contig089.region001,0.28
GCA_000686885.1,GCA_000686885.1_contig03.region001,0.28
GCA_001464475.1,GCA_001464475.1_contig10.region001,0.28
GCA_002421645.1,GCA_002421645.1_contig23.region001,0.28
GCA_002422095.1,GCA_002422095.1_contig044.region001,0.28
GCA_002483315.1,GCA_002483315.1_contig12.region001,0.28
GCA_002862805.1,GCA_002862805.1_contig018.region001,0.28
GCA_004362665.1,GCA_004362665.1_contig01.region001,0.28
GCA_005792865.1,GCA_005792865.1_contig275.region001,0.28
GCA_011392075.1,GCA_011392075.1_contig05.region001,0.28
GCA_002426785.1,GCA_002426785.1_contig18.region001,0.28
GCA_003536155.1,GCA_003536155.1_contig181.region001,0.28
GCA_002428965.1,GCA_002428965.1_contig09.region001,0.28
GCA_001438125.1,GCA_001438125.1_contig016.region001,0.28
GCA_002337605.1,GCA_002337605.1_contig13.region001,0.28
GCA_002363875.1,GCA_002363875.1_contig21.region001,0.28
GCA_002384055.1,GCA_002384055.1_contig22.region001,0.28
GCA_002384125.1,GCA_002384125.1_contig038.region001,0.28
GCA_002430205.1,GCA_002430205.1_contig38.region001,0.28
GCA_009921505.1,GCA_009921505.1_contig202.region001,0.28
GCA_011044175.1,GCA_011044175.1_contig1.region004,0.28
GCA_000423065.1,GCA_000423065.1_contig02.region001,0.28
GCA_001889005.1,GCA_001889005.1_contig1.region001,0.28
GCA_002291575.1,GCA_002291575.1_contig099.region001,0.28
GCA_002433505.1,GCA_002433505.1_contig071.region001,0.28
GCA_002435265.1,GCA_002435265.1_contig343.region001,0.28
GCA_002690095.1,GCA_002690095.1_contig019.region001,0.28
GCA_002693805.1,GCA_002693805.1_contig152.region001,0.28
GCA_002698895.1,GCA_002698895.1_contig03.region001,0.28
GCA_004115975.1,GCA_004115975.1_contig10.region001,0.28
GCA_004332155.1,GCA_004332155.1_contig15.region001,0.28
GCA_005047595.1,GCA_005047595.1_contig02.region001,0.28
GCA_006546625.1,GCA_006546625.1_contig51.region001,0.28
GCA_006714895.1,GCA_006714895.1_contig1.region001,0.28
GCA_011777505.1,GCA_011777505.1_contig03.region001,0.28
GCA_012964435.1,GCA_012964435.1_contig30.region001,0.28
GCA_900105035.1,GCA_900105035.1_contig1.region001,0.28
GCA_900610155.1,GCA_900610155.1_contig039.region002,0.28
GCA_002440605.1,GCA_002440605.1_contig007.region001,0.28
GCA_002477565.1,GCA_002477565.1_contig013.region001,0.28
GCA_002482885.1,GCA_002482885.1_contig05.region001,0.28
GCA_002482975.1,GCA_002482975.1_contig11.region001,0.28
GCA_002514735.1,GCA_002514735.1_contig05.region001,0.28
GCA_002702885.1,GCA_002702885.1_contig24.region001,0.28
GCA_008081325.1,GCA_008081325.1_contig042.region001,0.28
GCA_000746845.1,GCA_000746845.1_contig01.region003,0.28
GCA_002376315.1,GCA_002376315.1_contig46.region001,0.28
GCA_002696485.1,GCA_002696485.1_contig80.region001,0.28
GCA_002697255.1,GCA_002697255.1_contig14.region001,0.28
GCA_002697475.1,GCA_002697475.1_contig009.region001,0.28
GCA_002700405.1,GCA_002700405.1_contig13.region001,0.28
GCA_002457715.1,GCA_002457715.1_contig23.region001,0.28
GCA_002697465.1,GCA_002697465.1_contig33.region001,0.28
GCA_002702385.1,GCA_002702385.1_contig05.region001,0.28
GCA_002728635.1,GCA_002728635.1_contig58.region001,0.28
GCA_003331885.1,GCA_003331885.1_contig03.region001,0.28
GCA_002702895.1,GCA_002702895.1_contig16.region001,0.28
GCA_002354765.1,GCA_002354765.1_contig04.region001,0.28
GCA_002375495.1,GCA_002375495.1_contig05.region001,0.28
GCA_002388705.1,GCA_002388705.1_contig024.region001,0.28
GCA_002693005.1,GCA_002693005.1_contig17.region001,0.28
GCA_002707745.1,GCA_002707745.1_contig015.region001,0.28
GCA_002710605.1,GCA_002710605.1_contig049.region001,0.28
GCA_004293165.1,GCA_004293165.1_contig10.region001,0.28
GCA_012964565.1,GCA_012964565.1_contig13.region001,0.28
GCA_002713705.1,GCA_002713705.1_contig37.region001,0.28
GCA_002291725.1,GCA_002291725.1_contig102.region001,0.28
GCA_002304765.1,GCA_002304765.1_contig116.region001,0.28
GCA_002320855.1,GCA_002320855.1_contig06.region001,0.28
GCA_002323395.1,GCA_002323395.1_contig044.region001,0.28
GCA_002379965.1,GCA_002379965.1_contig019.region001,0.28
GCA_002452945.1,GCA_002452945.1_contig096.region001,0.28
GCA_002700185.1,GCA_002700185.1_contig2.region002,0.28
GCA_002715605.1,GCA_002715605.1_contig17.region001,0.28
GCA_003687485.1,GCA_003687485.1_contig1.region005,0.28
GCA_002698705.1,GCA_002698705.1_contig03.region001,0.28
GCA_002725015.1,GCA_002725015.1_contig03.region001,0.28
GCA_902526805.1,GCA_902526805.1_contig07.region001,0.28
GCA_902605145.1,GCA_902605145.1_contig03.region001,0.28
GCA_002770595.1,GCA_002770595.1_contig1.region008,0.28
GCA_002781485.1,GCA_002781485.1_contig023.region001,0.28
GCA_002784145.1,GCA_002784145.1_contig026.region001,0.28
GCA_002790155.1,GCA_002790155.1_contig068.region001,0.28
GCA_009993445.1,GCA_009993445.1_contig042.region001,0.28
GCA_009993745.1,GCA_009993745.1_contig090.region001,0.28
GCA_009993865.1,GCA_009993865.1_contig029.region001,0.28
GCA_009994075.1,GCA_009994075.1_contig146.region001,0.28
GCA_009994285.1,GCA_009994285.1_contig042.region001,0.28
GCA_009994385.1,GCA_009994385.1_contig022.region001,0.28
GCA_009994725.1,GCA_009994725.1_contig104.region001,0.28
GCA_009995125.1,GCA_009995125.1_contig154.region001,0.28
GCA_002790195.1,GCA_002790195.1_contig29.region001,0.28
GCA_001648155.1,GCA_001648155.1_contig1.region004,0.28
GCA_002797535.1,GCA_002797535.1_contig1.region002,0.28
GCA_003248465.1,GCA_003248465.1_contig0789.region001,0.28
GCA_009360585.1,GCA_009360585.1_contig04.region004,0.28
GCA_002807055.1,GCA_002807055.1_contig01.region001,0.28
GCA_002813295.1,GCA_002813295.1_contig1.region001,0.28
GCA_000190595.1,GCA_000190595.1_contig1.region001,0.28
GCA_000568425.1,GCA_000568425.1_contig009.region001,0.28
GCA_000750195.1,GCA_000750195.1_contig1.region001,0.28
GCA_001941605.1,GCA_001941605.1_contig1.region001,0.28
GCA_001999725.1,GCA_001999725.1_contig48.region001,0.28
GCA_002813425.1,GCA_002813425.1_contig1.region001,0.28
GCA_007827205.1,GCA_007827205.1_contig1.region001,0.28
GCA_900119145.1,GCA_900119145.1_contig15.region001,0.28
GCA_900197635.1,GCA_900197635.1_contig32.region001,0.28
GCA_001439315.1,GCA_001439315.1_contig225.region001,0.28
GCA_002163675.1,GCA_002163675.1_contig1.region001,0.28
GCA_000152945.2,GCA_000152945.2_contig1.region001,0.28
GCA_000153225.1,GCA_000153225.1_contig1.region003,0.28
GCA_000766795.1,GCA_000766795.1_contig1.region001,0.28
GCA_000981625.1,GCA_000981625.1_contig41.region001,0.28
GCA_001280865.1,GCA_001280865.1_contig1.region002,0.28
GCA_002120225.1,GCA_002120225.1_contig29.region001,0.28
GCA_002201235.1,GCA_002201235.1_contig01.region001,0.28
